 Date, Qmod[mm/d], Qobs[mm/d]
 2009-1-1,0.000,1.143
 2009-1-2,0.000,1.124
 2009-1-3,0.000,1.082
 2009-1-4,0.000,1.027
 2009-1-5,0.000,1.022
 2009-1-6,0.000,0.999
 2009-1-7,0.000,0.955
 2009-1-8,0.000,0.949
 2009-1-9,0.000,0.964
 2009-1-10,0.000,0.942
 2009-1-11,0.000,0.934
 2009-1-12,0.000,0.934
 2009-1-13,0.000,0.934
 2009-1-14,0.003,0.957
 2009-1-15,0.002,0.932
 2009-1-16,0.001,0.898
 2009-1-17,0.001,0.871
 2009-1-18,0.000,0.867
 2009-1-19,0.000,0.862
 2009-1-20,0.000,0.868
 2009-1-21,0.164,0.982
 2009-1-22,0.138,0.957
 2009-1-23,0.826,0.892
 2009-1-24,0.646,0.886
 2009-1-25,0.601,0.879
 2009-1-26,0.370,0.863
 2009-1-27,0.829,0.838
 2009-1-28,1.772,0.835
 2009-1-29,1.603,0.820
 2009-1-30,1.355,0.805
 2009-1-31,0.927,0.795
 2009-2-1,1.078,0.782
 2009-2-2,1.165,0.785
 2009-2-3,1.933,0.794
 2009-2-4,1.668,0.781
 2009-2-5,1.516,0.801
 2009-2-6,1.159,0.818
 2009-2-7,1.199,0.984
 2009-2-8,1.455,1.413
 2009-2-9,1.312,1.152
 2009-2-10,2.177,1.015
 2009-2-11,1.811,0.964
 2009-2-12,1.665,0.924
 2009-2-13,1.201,0.889
 2009-2-14,1.016,0.879
 2009-2-15,0.916,0.849
 2009-2-16,0.909,0.843
 2009-2-17,1.091,0.856
 2009-2-18,0.998,0.823
 2009-2-19,0.922,0.820
 2009-2-20,0.890,0.806
 2009-2-21,0.791,0.820
 2009-2-22,0.861,0.819
 2009-2-23,1.064,0.824
 2009-2-24,1.111,0.813
 2009-2-25,0.968,0.788
 2009-2-26,0.832,0.771
 2009-2-27,0.708,0.799
 2009-2-28,0.623,0.824
 2009-3-1,0.555,0.873
 2009-3-2,0.650,0.925
 2009-3-3,0.593,0.997
 2009-3-4,0.596,1.114
 2009-3-5,0.591,1.674
 2009-3-6,1.632,1.757
 2009-3-7,2.147,1.484
 2009-3-8,1.964,1.318
 2009-3-9,1.483,1.247
 2009-3-10,1.104,1.187
 2009-3-11,1.003,1.199
 2009-3-12,0.942,1.141
 2009-3-13,1.169,1.199
 2009-3-14,1.086,1.187
 2009-3-15,1.073,1.223
 2009-3-16,0.906,1.449
 2009-3-17,0.777,1.532
 2009-3-18,0.680,1.508
 2009-3-19,0.657,1.472
 2009-3-20,0.586,1.342
 2009-3-21,0.529,1.259
 2009-3-22,0.469,1.211
 2009-3-23,0.428,1.235
 2009-3-24,0.387,1.259
 2009-3-25,0.382,1.223
 2009-3-26,0.324,1.187
 2009-3-27,0.286,1.162
 2009-3-28,0.259,1.211
 2009-3-29,0.769,2.078
 2009-3-30,2.707,3.063
 2009-3-31,2.384,2.743
 2009-4-1,2.080,2.873
 2009-4-2,1.245,4.310
 2009-4-3,0.978,5.343
 2009-4-4,0.862,6.305
 2009-4-5,0.814,7.005
 2009-4-6,0.808,7.421
 2009-4-7,0.834,7.670
 2009-4-8,0.858,7.943
 2009-4-9,0.737,8.086
 2009-4-10,0.636,8.477
 2009-4-11,0.550,8.299
 2009-4-12,0.477,7.848
 2009-4-13,0.415,7.527
 2009-4-14,0.361,7.112
 2009-4-15,0.315,6.815
 2009-4-16,0.275,6.851
 2009-4-17,0.242,6.981
 2009-4-18,0.212,5.913
 2009-4-19,0.192,5.272
 2009-4-20,0.167,5.426
 2009-4-21,0.147,5.592
 2009-4-22,0.179,5.283
 2009-4-23,0.186,4.975
 2009-4-24,0.169,4.298
 2009-4-25,0.142,4.334
 2009-4-26,0.121,4.749
 2009-4-27,0.111,5.129
 2009-4-28,0.115,4.987
 2009-4-29,0.230,4.547
 2009-4-30,1.328,4.702
 2009-5-1,1.141,4.061
 2009-5-2,1.037,4.096
 2009-5-3,0.617,3.693
 2009-5-4,0.703,3.657
 2009-5-5,0.611,3.360
 2009-5-6,0.580,3.146
 2009-5-7,0.507,3.764
 2009-5-8,0.498,3.586
 2009-5-9,0.506,3.538
 2009-5-10,0.443,3.479
 2009-5-11,0.585,3.301
 2009-5-12,0.928,3.538
 2009-5-13,1.698,3.170
 2009-5-14,1.459,2.980
 2009-5-15,1.202,3.051
 2009-5-16,1.225,2.897
 2009-5-17,1.008,2.671
 2009-5-18,1.042,2.873
 2009-5-19,1.225,3.253
 2009-5-20,1.120,2.766
 2009-5-21,1.058,2.553
 2009-5-22,1.268,2.529
 2009-5-23,1.083,2.375
 2009-5-24,0.986,2.232
 2009-5-25,0.816,2.149
 2009-5-26,1.021,2.042
 2009-5-27,1.402,1.995
 2009-5-28,1.440,1.876
 2009-5-29,1.613,2.078
 2009-5-30,1.897,3.906
 2009-5-31,2.318,3.550
 2009-6-1,1.940,3.241
 2009-6-2,1.596,2.850
 2009-6-3,1.225,2.956
 2009-6-4,1.105,2.481
 2009-6-5,1.047,2.197
 2009-6-6,1.116,2.090
 2009-6-7,1.112,2.197
 2009-6-8,1.049,2.197
 2009-6-9,0.941,1.971
 2009-6-10,0.792,1.888
 2009-6-11,0.745,1.876
 2009-6-12,0.649,1.805
 2009-6-13,0.578,1.698
 2009-6-14,0.502,1.638
 2009-6-15,0.452,1.603
 2009-6-16,0.643,1.591
 2009-6-17,0.547,1.543
 2009-6-18,0.488,1.496
 2009-6-19,0.917,1.520
 2009-6-20,2.104,2.422
 2009-6-21,1.835,2.018
 2009-6-22,3.303,2.018
 2009-6-23,5.489,7.587
 2009-6-24,7.309,12.704
 2009-6-25,6.329,9.665
 2009-6-26,6.024,6.091
 2009-6-27,5.104,5.533
 2009-6-28,4.688,6.732
 2009-6-29,5.335,12.823
 2009-6-30,5.006,6.732
 2009-7-1,5.327,5.367
 2009-7-2,4.708,4.583
 2009-7-3,4.886,4.346
 2009-7-4,4.205,4.251
 2009-7-5,3.995,3.657
 2009-7-6,3.531,3.859
 2009-7-7,3.914,4.262
 2009-7-8,4.016,3.419
 2009-7-9,3.781,3.170
 2009-7-10,3.416,2.992
 2009-7-11,2.908,2.778
 2009-7-12,2.579,2.553
 2009-7-13,2.269,2.398
 2009-7-14,2.072,2.256
 2009-7-15,2.235,2.945
 2009-7-16,2.065,3.609
 2009-7-17,1.924,2.612
 2009-7-18,3.507,4.844
 2009-7-19,2.989,4.690
 2009-7-20,2.732,3.704
 2009-7-21,2.061,3.182
 2009-7-22,1.786,2.873
 2009-7-23,3.039,2.671
 2009-7-24,3.194,2.683
 2009-7-25,2.914,3.681
 2009-7-26,2.430,2.719
 2009-7-27,2.080,2.470
 2009-7-28,1.831,2.268
 2009-7-29,1.666,2.149
 2009-7-30,2.269,2.066
 2009-7-31,2.077,2.113
 2009-8-1,1.975,1.935
 2009-8-2,1.785,1.840
 2009-8-3,2.054,1.888
 2009-8-4,3.831,3.241
 2009-8-5,3.413,4.096
 2009-8-6,3.075,2.802
 2009-8-7,2.259,2.410
 2009-8-8,1.978,2.291
 2009-8-9,1.803,2.410
 2009-8-10,2.737,2.565
 2009-8-11,2.761,4.310
 2009-8-12,2.629,2.933
 2009-8-13,3.667,2.493
 2009-8-14,3.158,2.351
 2009-8-15,2.882,2.173
 2009-8-16,2.269,2.018
 2009-8-17,2.023,1.923
 2009-8-18,1.888,1.852
 2009-8-19,1.816,1.817
 2009-8-20,1.717,1.733
 2009-8-21,1.750,1.698
 2009-8-22,2.083,1.959
 2009-8-23,1.864,2.137
 2009-8-24,1.675,1.781
 2009-8-25,1.441,1.698
 2009-8-26,1.305,1.627
 2009-8-27,1.203,1.650
 2009-8-28,2.002,1.900
 2009-8-29,3.005,2.861
 2009-8-30,2.740,2.232
 2009-8-31,2.376,1.864
 2009-9-1,1.807,1.745
 2009-9-2,1.588,1.674
 2009-9-3,1.724,1.627
 2009-9-4,4.136,2.220
 2009-9-5,3.566,3.562
 2009-9-6,3.395,2.434
 2009-9-7,2.709,2.066
 2009-9-8,2.374,1.900
 2009-9-9,2.147,1.781
 2009-9-10,2.061,1.662
 2009-9-11,4.314,1.686
 2009-9-12,3.896,1.638
 2009-9-13,3.905,1.674
 2009-9-14,3.824,1.864
 2009-9-15,3.320,1.686
 2009-9-16,3.402,1.674
 2009-9-17,2.972,1.935
 2009-9-18,2.729,2.660
 2009-9-19,2.445,2.078
 2009-9-20,2.286,1.864
 2009-9-21,2.124,1.733
 2009-9-22,2.016,1.662
 2009-9-23,1.920,1.591
 2009-9-24,1.788,1.555
 2009-9-25,1.683,1.460
 2009-9-26,1.559,1.425
 2009-9-27,1.442,1.389
 2009-9-28,1.341,1.425
 2009-9-29,1.253,1.389
 2009-9-30,1.176,1.389
 2009-10-1,1.233,1.437
 2009-10-2,1.216,1.342
 2009-10-3,1.149,1.365
 2009-10-4,1.071,1.389
 2009-10-5,1.000,1.294
 2009-10-6,0.958,1.342
 2009-10-7,0.927,1.330
 2009-10-8,1.034,1.162
 2009-10-9,1.053,1.615
 2009-10-10,1.184,1.472
 2009-10-11,1.993,1.508
 2009-10-12,2.535,1.472
 2009-10-13,2.318,1.698
 2009-10-14,1.930,1.627
 2009-10-15,1.606,1.579
 2009-10-16,2.117,1.543
 2009-10-17,2.115,1.555
 2009-10-18,2.041,1.579
 2009-10-19,1.791,1.579
 2009-10-20,1.673,1.555
 2009-10-21,1.581,1.520
 2009-10-22,1.612,1.769
 2009-10-23,1.552,3.039
 2009-10-24,1.927,3.146
 2009-10-25,1.785,2.505
 2009-10-26,1.662,2.054
 2009-10-27,1.419,1.912
 2009-10-28,1.303,1.757
 2009-10-29,1.256,1.627
 2009-10-30,1.199,1.615
 2009-10-31,1.160,1.520
 2009-11-1,1.117,1.437
 2009-11-2,1.176,1.401
 2009-11-3,1.644,1.425
 2009-11-4,1.708,1.425
 2009-11-5,1.538,1.377
 2009-11-6,1.766,1.354
 2009-11-7,1.498,1.460
 2009-11-8,1.878,1.425
 2009-11-9,1.561,1.532
 2009-11-10,1.972,1.437
 2009-11-11,2.007,1.365
 2009-11-12,1.851,1.318
 2009-11-13,1.550,1.282
 2009-11-14,1.288,1.318
 2009-11-15,1.165,1.294
 2009-11-16,1.057,1.259
 2009-11-17,0.980,1.270
 2009-11-18,0.888,1.282
 2009-11-19,0.815,1.247
 2009-11-20,0.716,1.199
 2009-11-21,0.605,1.165
 2009-11-22,0.507,1.149
 2009-11-23,0.422,1.162
 2009-11-24,0.350,1.150
 2009-11-25,0.292,1.199
 2009-11-26,0.255,1.159
 2009-11-27,0.222,1.128
 2009-11-28,0.216,1.136
 2009-11-29,0.187,1.098
 2009-11-30,0.204,1.085
 2009-12-1,0.306,1.318
 2009-12-2,0.264,1.294
 2009-12-3,0.237,1.184
 2009-12-4,0.171,1.145
 2009-12-5,0.147,1.115
 2009-12-6,0.134,1.084
 2009-12-7,0.127,1.065
 2009-12-8,0.414,1.076
 2009-12-9,0.360,1.092
 2009-12-10,0.842,1.064
 2009-12-11,0.777,1.117
 2009-12-12,0.692,1.127
 2009-12-13,0.488,1.077
 2009-12-14,0.380,1.045
 2009-12-15,0.338,1.026
 2009-12-16,0.324,1.008
 2009-12-17,0.325,0.984
 2009-12-18,0.315,0.970
 2009-12-19,0.430,0.932
 2009-12-20,0.376,0.933
 2009-12-21,0.333,0.914
 2009-12-22,0.261,0.961
 2009-12-23,0.442,1.042
 2009-12-24,0.376,1.155
 2009-12-25,0.422,2.125
 2009-12-26,0.313,1.947
 2009-12-27,0.274,1.342
 2009-12-28,0.227,1.187
 2009-12-29,0.200,1.107
 2009-12-30,0.182,1.061
 2009-12-31,0.171,1.039
 2010-1-1,0.189,1.007
 2010-1-2,0.166,0.990
 2010-1-3,0.149,0.947
 2010-1-4,0.125,0.894
 2010-1-5,0.601,0.876
 2010-1-6,0.634,0.946
 2010-1-7,0.632,0.915
 2010-1-8,0.577,0.896
 2010-1-9,1.355,0.911
 2010-1-10,1.145,0.887
 2010-1-11,1.374,0.890
 2010-1-12,0.979,0.839
 2010-1-13,0.868,0.837
 2010-1-14,0.710,0.831
 2010-1-15,0.640,0.828
 2010-1-16,0.603,0.816
 2010-1-17,0.695,0.813
 2010-1-18,1.001,0.818
 2010-1-19,0.878,0.812
 2010-1-20,0.785,0.801
 2010-1-21,0.732,0.800
 2010-1-22,0.613,0.790
 2010-1-23,0.545,0.778
 2010-1-24,0.451,0.768
 2010-1-25,0.426,0.765
 2010-1-26,0.475,0.774
 2010-1-27,0.452,0.708
 2010-1-28,0.424,0.757
 2010-1-29,0.354,0.795
 2010-1-30,0.312,0.772
 2010-1-31,0.264,0.757
 2010-2-1,0.231,0.744
 2010-2-2,0.206,0.746
 2010-2-3,0.222,0.754
 2010-2-4,0.199,0.762
 2010-2-5,0.301,0.746
 2010-2-6,0.472,0.752
 2010-2-7,0.411,0.737
 2010-2-8,0.345,0.727
 2010-2-9,0.238,0.724
 2010-2-10,0.455,0.725
 2010-2-11,0.920,0.736
