 Date, Qmod[mm/d], Qobs[mm/d]
 2009-4-6,0.031,0.314
 2009-4-7,0.027,0.311
 2009-4-8,0.024,0.327
 2009-4-9,0.021,0.298
 2009-4-10,0.019,0.293
 2009-4-11,0.020,0.275
 2009-4-12,0.026,0.265
 2009-4-13,0.023,0.257
 2009-4-14,0.020,0.244
 2009-4-15,0.021,0.235
 2009-4-16,0.028,0.432
 2009-4-17,0.042,0.666
 2009-4-18,0.051,0.625
 2009-4-19,0.044,0.563
 2009-4-20,0.039,0.478
 2009-4-21,0.034,0.422
 2009-4-22,0.030,0.368
 2009-4-23,0.027,0.337
 2009-4-24,0.024,0.314
 2009-4-25,0.021,0.296
 2009-4-26,0.048,0.612
 2009-4-27,0.236,1.797
 2009-4-28,0.536,1.278
 2009-4-29,0.673,0.964
 2009-4-30,0.626,0.756
 2009-5-1,0.586,0.617
 2009-5-2,0.557,0.525
 2009-5-3,0.539,0.460
 2009-5-4,0.524,0.422
 2009-5-5,0.480,0.383
 2009-5-6,0.397,0.350
 2009-5-7,0.336,0.337
 2009-5-8,0.287,0.396
 2009-5-9,0.244,0.332
 2009-5-10,0.209,0.298
 2009-5-11,0.180,0.278
 2009-5-12,0.162,0.257
 2009-5-13,0.154,0.265
 2009-5-14,0.167,0.247
 2009-5-15,0.275,0.445
 2009-5-16,0.433,0.373
 2009-5-17,0.531,0.288
 2009-5-18,0.522,0.535
 2009-5-19,0.483,0.399
 2009-5-20,0.453,0.324
 2009-5-21,0.432,0.275
 2009-5-22,0.415,0.257
 2009-5-23,0.383,0.242
 2009-5-24,0.332,0.227
 2009-5-25,0.277,0.193
 2009-5-26,0.249,0.176
 2009-5-27,0.239,0.184
 2009-5-28,0.206,0.165
 2009-5-29,0.178,0.158
 2009-5-30,0.154,0.138
 2009-5-31,0.134,0.123
 2009-6-1,0.117,0.118
 2009-6-2,0.103,0.114
 2009-6-3,0.090,0.109
 2009-6-4,0.079,0.105
 2009-6-5,0.103,0.107
 2009-6-6,0.222,0.231
 2009-6-7,0.413,0.192
 2009-6-8,0.546,0.166
 2009-6-9,0.718,0.468
 2009-6-10,0.868,0.285
 2009-6-11,0.938,0.216
 2009-6-12,0.888,0.171
 2009-6-13,0.837,0.141
 2009-6-14,0.837,0.131
 2009-6-15,0.892,0.306
 2009-6-16,1.033,1.767
 2009-6-17,1.078,0.828
 2009-6-18,0.985,0.887
 2009-6-19,0.946,1.070
 2009-6-20,0.873,0.723
 2009-6-21,0.807,0.527
 2009-6-22,0.748,0.424
 2009-6-23,0.657,0.339
 2009-6-24,0.557,0.283
 2009-6-25,0.475,0.262
 2009-6-26,0.411,0.236
 2009-6-27,0.407,0.231
 2009-6-28,0.361,0.205
 2009-6-29,0.314,0.179
 2009-6-30,0.274,0.153
 2009-7-1,0.241,0.148
 2009-7-2,0.213,0.138
 2009-7-3,0.221,0.155
 2009-7-4,0.237,0.150
 2009-7-5,0.208,0.440
 2009-7-6,0.203,0.450
 2009-7-7,0.203,0.285
 2009-7-8,0.180,0.229
 2009-7-9,0.162,0.195
 2009-7-10,0.142,0.164
 2009-7-11,0.126,0.153
 2009-7-12,0.111,0.134
 2009-7-13,0.102,0.115
 2009-7-14,0.141,0.111
 2009-7-15,0.195,0.146
 2009-7-16,0.265,0.129
 2009-7-17,0.272,0.186
 2009-7-18,0.293,0.163
 2009-7-19,0.283,0.133
 2009-7-20,0.249,0.124
 2009-7-21,0.220,0.109
 2009-7-22,0.193,0.089
 2009-7-23,0.177,0.082
 2009-7-24,0.171,0.097
 2009-7-25,0.152,0.090
 2009-7-26,0.134,0.079
 2009-7-27,0.118,0.075
 2009-7-28,0.104,0.070
 2009-7-29,0.091,0.065
 2009-7-30,0.080,0.060
 2009-7-31,0.071,0.056
 2009-8-1,0.062,0.054
 2009-8-2,0.060,0.065
 2009-8-3,0.070,0.067
 2009-8-4,0.082,0.066
 2009-8-5,0.072,0.059
 2009-8-6,0.063,0.055
 2009-8-7,0.056,0.063
 2009-8-8,0.049,0.113
 2009-8-9,0.046,0.124
 2009-8-10,0.054,0.144
 2009-8-11,0.051,0.110
 2009-8-12,0.044,0.101
 2009-8-13,0.039,0.086
 2009-8-14,0.034,0.075
 2009-8-15,0.030,0.063
 2009-8-16,0.026,0.059
 2009-8-17,0.023,0.057
 2009-8-18,0.020,0.054
 2009-8-19,0.018,0.051
 2009-8-20,0.015,0.044
 2009-8-21,0.016,0.069
 2009-8-22,0.019,0.098
 2009-8-23,0.017,0.077
 2009-8-24,0.022,0.059
 2009-8-25,0.052,0.120
 2009-8-26,0.102,0.233
 2009-8-27,0.123,0.157
 2009-8-28,0.106,0.112
 2009-8-29,0.093,0.089
 2009-8-30,0.081,0.078
 2009-8-31,0.071,0.068
 2009-9-1,0.103,0.196
 2009-9-2,0.170,0.465
 2009-9-3,0.250,0.262
 2009-9-4,0.279,0.185
 2009-9-5,0.269,0.160
 2009-9-6,0.238,0.133
 2009-9-7,0.212,0.116
 2009-9-8,0.190,0.101
 2009-9-9,0.172,0.093
 2009-9-10,0.156,0.081
 2009-9-11,0.138,0.073
 2009-9-12,0.119,0.069
 2009-9-13,0.103,0.066
 2009-9-14,0.090,0.065
 2009-9-15,0.088,0.072
 2009-9-16,0.115,0.088
 2009-9-17,0.137,0.096
 2009-9-18,0.128,0.087
 2009-9-19,0.127,0.080
 2009-9-20,0.147,0.082
 2009-9-21,0.228,0.127
 2009-9-22,0.272,0.108
 2009-9-23,0.243,0.087
 2009-9-24,0.217,0.079
 2009-9-25,0.197,0.071
 2009-9-26,0.180,0.068
 2009-9-27,0.166,0.066
 2009-9-28,0.150,0.063
 2009-9-29,0.128,0.060
 2009-9-30,0.110,0.060
 2009-10-1,0.095,0.057
 2009-10-2,0.083,0.054
 2009-10-3,0.072,0.053
 2009-10-4,0.063,0.053
 2009-10-5,0.055,0.054
 2009-10-6,0.048,0.055
 2009-10-7,0.042,0.068
 2009-10-8,0.097,0.112
 2009-10-9,0.257,0.195
 2009-10-10,0.483,0.134
 2009-10-11,0.604,0.163
 2009-10-12,0.584,0.169
 2009-10-13,0.551,0.220
 2009-10-14,0.528,0.142
 2009-10-15,0.514,0.120
 2009-10-16,0.499,0.099
 2009-10-17,0.469,0.093
 2009-10-18,0.395,0.087
 2009-10-19,0.326,0.088
 2009-10-20,0.272,0.095
 2009-10-21,0.315,0.127
 2009-10-22,0.555,0.207
 2009-10-23,0.945,0.203
 2009-10-24,1.157,0.157
 2009-10-25,1.123,0.157
 2009-10-26,1.090,0.186
 2009-10-27,1.057,0.146
 2009-10-28,1.043,0.123
 2009-10-29,1.018,0.122
 2009-10-30,0.939,0.120
 2009-10-31,0.788,0.119
 2009-11-1,0.695,0.118
 2009-11-2,0.730,0.219
 2009-11-3,0.994,0.363
 2009-11-4,1.330,0.730
 2009-11-5,1.488,0.566
 2009-11-6,1.499,0.427
 2009-11-7,1.527,0.370
 2009-11-8,1.621,0.540
 2009-11-9,1.673,0.427
 2009-11-10,1.651,0.422
 2009-11-11,1.546,0.435
 2009-11-12,1.416,0.373
 2009-11-13,1.301,0.388
 2009-11-14,1.193,0.363
 2009-11-15,1.118,0.450
 2009-11-16,1.044,0.424
 2009-11-17,0.932,0.391
 2009-11-18,0.838,0.355
 2009-11-19,0.753,0.327
 2009-11-20,0.676,0.298
 2009-11-21,0.612,0.275
 2009-11-22,0.551,0.262
 2009-11-23,0.497,0.262
 2009-11-24,0.439,0.321
 2009-11-25,0.385,0.334
 2009-11-26,0.341,0.301
 2009-11-27,0.315,0.288
 2009-11-28,0.305,0.293
 2009-11-29,0.320,0.285
 2009-11-30,0.481,0.661
 2009-12-1,0.596,0.748
 2009-12-2,0.592,0.789
 2009-12-3,0.736,0.792
 2009-12-4,0.949,0.957
 2009-12-5,1.051,1.013
 2009-12-6,1.162,0.985
 2009-12-7,1.244,1.085
 2009-12-8,1.315,1.497
 2009-12-9,1.376,1.466
 2009-12-10,1.344,1.332
 2009-12-11,1.251,1.098
 2009-12-12,1.161,0.926
 2009-12-13,1.073,0.771
 2009-12-14,0.994,0.661
 2009-12-15,0.890,0.568
 2009-12-16,0.762,0.491
 2009-12-17,0.657,0.437
 2009-12-18,0.598,0.401
 2009-12-19,0.560,0.373
 2009-12-20,0.497,0.332
 2009-12-21,0.442,0.329
 2009-12-22,0.414,0.378
 2009-12-23,0.436,0.447
 2009-12-24,0.546,0.486
 2009-12-25,0.679,0.571
 2009-12-26,0.719,0.550
 2009-12-27,0.692,0.525
 2009-12-28,0.698,0.530
 2009-12-29,0.769,0.586
 2009-12-30,0.942,0.859
 2009-12-31,1.177,0.936
 2010-1-1,1.301,0.908
 2010-1-2,1.340,0.833
 2010-1-3,1.315,0.725
 2010-1-4,1.327,0.676
 2010-1-5,1.391,0.625
 2010-1-6,1.415,0.579
 2010-1-7,1.326,0.527
 2010-1-8,1.230,0.489
 2010-1-9,1.159,0.463
 2010-1-10,1.127,0.429
 2010-1-11,1.088,0.396
 2010-1-12,1.015,0.378
 2010-1-13,0.981,0.486
 2010-1-14,1.009,0.908
 2010-1-15,1.002,1.833
 2010-1-16,1.037,2.348
 2010-1-17,1.087,4.089
 2010-1-18,1.076,3.780
 2010-1-19,1.033,2.777
 2010-1-20,1.007,2.073
 2010-1-21,0.990,1.659
 2010-1-22,0.922,1.350
 2010-1-23,0.862,1.149
 2010-1-24,0.788,1.005
 2010-1-25,0.711,0.923
 2010-1-26,0.640,0.813
 2010-1-27,0.573,0.733
 2010-1-28,0.507,0.669
 2010-1-29,0.453,0.663
 2010-1-30,0.426,0.867
 2010-1-31,0.399,0.797
 2010-2-1,0.359,0.720
 2010-2-2,0.320,0.679
 2010-2-3,0.288,0.656
 2010-2-4,0.279,0.684
 2010-2-5,0.318,1.299
 2010-2-6,0.478,2.623
 2010-2-7,0.761,3.369
 2010-2-8,0.955,2.983
 2010-2-9,0.983,2.425
 2010-2-10,1.066,1.900
 2010-2-11,1.133,1.473
 2010-2-12,1.164,1.239
 2010-2-13,1.176,1.057
 2010-2-14,1.103,0.915
 2010-2-15,0.984,0.818
 2010-2-16,0.903,0.748
 2010-2-17,0.836,0.908
 2010-2-18,0.799,1.466
 2010-2-19,0.771,2.543
 2010-2-20,0.773,2.726
 2010-2-21,0.763,2.235
 2010-2-22,0.742,1.875
 2010-2-23,0.716,1.682
 2010-2-24,0.729,1.548
 2010-2-25,0.774,1.461
 2010-2-26,0.812,1.615
 2010-2-27,0.809,1.509
 2010-2-28,0.745,1.432
 2010-3-1,0.687,1.234
 2010-3-2,0.641,1.080
 2010-3-3,0.602,0.946
 2010-3-4,0.556,0.859
 2010-3-5,0.492,0.743
 2010-3-6,0.424,0.651
 2010-3-7,0.367,0.597
 2010-3-8,0.319,0.568
 2010-3-9,0.279,0.519
 2010-3-10,0.244,0.486
 2010-3-11,0.215,0.458
 2010-3-12,0.189,0.432
 2010-3-13,0.167,0.406
 2010-3-14,0.148,0.383
 2010-3-15,0.131,0.360
 2010-3-16,0.116,0.342
 2010-3-17,0.103,0.327
 2010-3-18,0.091,0.314
 2010-3-19,0.081,0.306
 2010-3-20,0.075,0.324
 2010-3-21,0.074,0.321
 2010-3-22,0.069,0.301
 2010-3-23,0.062,0.283
 2010-3-24,0.055,0.273
 2010-3-25,0.052,0.262
 2010-3-26,0.092,0.828
 2010-3-27,0.271,1.134
 2010-3-28,0.552,1.720
 2010-3-29,0.698,1.929
 2010-3-30,0.688,1.803
 2010-3-31,0.739,1.615
 2010-4-1,0.842,1.669
 2010-4-2,0.921,1.461
 2010-4-3,0.912,1.376
 2010-4-4,0.900,1.365
 2010-4-5,0.837,1.201
 2010-4-6,0.762,1.054
 2010-4-7,0.710,0.957
 2010-4-8,0.683,1.005
 2010-4-9,0.614,0.856
 2010-4-10,0.547,0.756
 2010-4-11,0.487,0.684
 2010-4-12,0.421,0.627
 2010-4-13,0.367,0.581
 2010-4-14,0.321,0.543
 2010-4-15,0.282,0.504
 2010-4-16,0.247,0.465
 2010-4-17,0.217,0.427
 2010-4-18,0.191,0.396
 2010-4-19,0.169,0.373
 2010-4-20,0.149,0.355
 2010-4-21,0.132,0.337
 2010-4-22,0.116,0.319
 2010-4-23,0.103,0.303
 2010-4-24,0.091,0.285
 2010-4-25,0.081,0.267
 2010-4-26,0.072,0.251
 2010-4-27,0.064,0.234
 2010-4-28,0.056,0.225
 2010-4-29,0.050,0.229
 2010-4-30,0.061,0.232
 2010-5-1,0.139,0.381
 2010-5-2,0.323,0.473
 2010-5-3,0.473,0.375
 2010-5-4,0.514,0.360
 2010-5-5,0.620,0.465
 2010-5-6,0.868,0.802
 2010-5-7,1.017,0.717
 2010-5-8,0.975,0.597
 2010-5-9,0.966,0.540
 2010-5-10,1.023,0.527
 2010-5-11,1.134,0.681
 2010-5-12,1.294,0.735
 2010-5-13,1.327,0.697
 2010-5-14,1.276,0.602
 2010-5-15,1.148,0.550
 2010-5-16,1.056,0.491
 2010-5-17,0.991,0.419
 2010-5-18,0.912,0.378
 2010-5-19,0.822,0.339
 2010-5-20,0.715,0.303
 2010-5-21,0.608,0.291
 2010-5-22,0.521,0.257
 2010-5-23,0.448,0.234
 2010-5-24,0.388,0.220
 2010-5-25,0.342,0.207
 2010-5-26,0.388,0.227
 2010-5-27,0.559,0.468
 2010-5-28,0.656,0.303
 2010-5-29,0.643,0.254
 2010-5-30,0.769,0.296
 2010-5-31,0.853,0.512
 2010-6-1,0.905,0.445
 2010-6-2,0.864,0.373
 2010-6-3,0.802,0.324
 2010-6-4,0.721,0.265
 2010-6-5,0.659,0.226
 2010-6-6,0.645,0.936
 2010-6-7,0.618,0.933
 2010-6-8,0.606,0.563
 2010-6-9,0.540,0.458
 2010-6-10,0.529,0.424
 2010-6-11,0.498,0.468
 2010-6-12,0.479,0.373
 2010-6-13,0.453,0.303
 2010-6-14,0.444,0.275
 2010-6-15,0.521,0.306
 2010-6-16,0.712,0.445
 2010-6-17,1.008,0.810
 2010-6-18,1.145,1.003
 2010-6-19,1.199,0.851
 2010-6-20,1.263,0.856
 2010-6-21,1.223,0.679
 2010-6-22,1.161,0.540
 2010-6-23,1.108,0.437
 2010-6-24,1.015,0.365
 2010-6-25,0.856,0.311
 2010-6-26,0.729,0.267
 2010-6-27,0.623,0.234
 2010-6-28,0.536,0.213
 2010-6-29,0.463,0.186
 2010-6-30,0.402,0.175
 2010-7-1,0.351,0.137
 2010-7-2,0.306,0.121
 2010-7-3,0.275,0.113
 2010-7-4,0.278,0.141
 2010-7-5,0.297,0.108
 2010-7-6,0.262,0.092
 2010-7-7,0.231,0.086
 2010-7-8,0.204,0.075
 2010-7-9,0.181,0.063
 2010-7-10,0.184,0.068
 2010-7-11,0.174,0.139
 2010-7-12,0.230,0.197
 2010-7-13,0.310,0.324
 2010-7-14,0.317,0.178
 2010-7-15,0.282,0.130
 2010-7-16,0.251,0.103
 2010-7-17,0.225,0.086
 2010-7-18,0.199,0.077
 2010-7-19,0.175,0.068
 2010-7-20,0.154,0.057
 2010-7-21,0.147,0.056
 2010-7-22,0.169,0.192
 2010-7-23,0.247,0.253
 2010-7-24,0.275,0.173
 2010-7-25,0.241,0.135
 2010-7-26,0.213,0.116
 2010-7-27,0.189,0.110
 2010-7-28,0.196,0.115
 2010-7-29,0.239,0.124
 2010-7-30,0.210,0.120
 2010-7-31,0.183,0.090
 2010-8-1,0.195,0.086
 2010-8-2,0.275,0.218
 2010-8-3,0.323,0.262
 2010-8-4,0.350,0.181
 2010-8-5,0.485,0.365
 2010-8-6,0.467,0.244
 2010-8-7,0.421,0.168
 2010-8-8,0.384,0.129
 2010-8-9,0.349,0.099
 2010-8-10,0.311,0.085
 2010-8-11,0.290,0.069
 2010-8-12,0.283,0.068
 2010-8-13,0.243,0.080
 2010-8-14,0.209,0.067
 2010-8-15,0.183,0.066
 2010-8-16,0.176,0.082
 2010-8-17,0.166,0.114
 2010-8-18,0.145,0.081
 2010-8-19,0.127,0.073
 2010-8-20,0.111,0.061
 2010-8-21,0.098,0.053
 2010-8-22,0.086,0.049
 2010-8-23,0.082,0.047
 2010-8-24,0.083,0.059
 2010-8-25,0.074,0.061
 2010-8-26,0.065,0.050
 2010-8-27,0.064,0.047
 2010-8-28,0.064,0.068
 2010-8-29,0.056,0.072
 2010-8-30,0.049,0.059
 2010-8-31,0.043,0.051
 2010-9-1,0.038,0.045
 2010-9-2,0.034,0.044
 2010-9-3,0.030,0.042
 2010-9-4,0.026,0.041
 2010-9-5,0.023,0.041
 2010-9-6,0.033,0.043
 2010-9-7,0.190,0.316
 2010-9-8,0.816,1.329
 2010-9-9,1.506,0.543
 2010-9-10,1.673,0.381
 2010-9-11,1.563,0.275
 2010-9-12,1.491,0.215
 2010-9-13,1.452,0.185
 2010-9-14,1.441,0.152
 2010-9-15,1.419,0.133
 2010-9-16,1.223,0.120
 2010-9-17,1.057,0.116
 2010-9-18,0.890,0.106
 2010-9-19,0.755,0.095
 2010-9-20,0.645,0.084
 2010-9-21,0.555,0.079
 2010-9-22,0.479,0.077
 2010-9-23,0.416,0.073
 2010-9-24,0.473,0.111
 2010-9-25,0.605,0.209
 2010-9-26,0.673,0.219
 2010-9-27,0.623,0.153
 2010-9-28,0.592,0.146
 2010-9-29,0.583,0.143
 2010-9-30,0.561,0.129
 2010-10-1,0.551,0.133
 2010-10-2,0.485,0.120
 2010-10-3,0.410,0.105
 2010-10-4,0.437,0.170
 2010-10-5,0.620,0.324
 2010-10-6,0.743,0.244
 2010-10-7,0.703,0.205
 2010-10-8,0.653,0.189
 2010-10-9,0.618,0.175
 2010-10-10,0.597,0.166
 2010-10-11,0.587,0.157
 2010-10-12,0.540,0.148
 2010-10-13,0.459,0.144
 2010-10-14,0.393,0.141
 2010-10-15,0.339,0.135
 2010-10-16,0.374,0.135
 2010-10-17,0.472,0.149
 2010-10-18,0.449,0.159
 2010-10-19,0.424,0.151
 2010-10-20,0.418,0.158
 2010-10-21,0.377,0.181
 2010-10-22,0.337,0.152
 2010-10-23,0.305,0.134
 2010-10-24,0.338,0.177
 2010-10-25,0.501,0.226
 2010-10-26,0.625,0.188
 2010-10-27,0.595,0.166
 2010-10-28,0.568,0.146
 2010-10-29,0.553,0.146
 2010-10-30,0.599,0.156
 2010-10-31,0.793,0.309
 2010-11-1,0.930,1.409
 2010-11-2,0.924,0.895
 2010-11-3,0.840,0.645
 2010-11-4,0.781,0.535
 2010-11-5,0.747,0.463
 2010-11-6,0.733,0.414
 2010-11-7,0.860,0.432
 2010-11-8,1.087,0.486
 2010-11-9,1.080,0.463
 2010-11-10,1.057,0.432
 2010-11-11,1.066,0.483
 2010-11-12,1.055,0.501
 2010-11-13,1.053,0.537
 2010-11-14,1.101,0.512
 2010-11-15,1.413,4.731
 2010-11-16,1.893,5.143
 2010-11-17,2.306,3.111
 2010-11-18,2.447,2.106
 2010-11-19,2.354,1.476
 2010-11-20,2.333,1.201
 2010-11-21,2.424,2.039
 2010-11-22,2.476,1.759
 2010-11-23,2.396,1.396
 2010-11-24,2.200,1.139
 2010-11-25,1.967,0.998
 2010-11-26,1.806,0.975
 2010-11-27,1.724,0.877
 2010-11-28,1.600,0.805
 2010-11-29,1.431,0.741
 2010-11-30,1.320,0.702
 2010-12-1,1.305,0.684
 2010-12-2,1.309,0.635
 2010-12-3,1.351,0.586
 2010-12-4,1.331,0.548
 2010-12-5,1.268,0.561
 2010-12-6,1.352,4.474
 2010-12-7,1.594,6.171
 2010-12-8,1.783,4.397
 2010-12-9,1.730,3.137
 2010-12-10,1.655,2.224
 2010-12-11,1.553,1.728
 2010-12-12,1.487,1.407
 2010-12-13,1.418,1.173
 2010-12-14,1.288,0.951
 2010-12-15,1.120,0.795
 2010-12-16,0.969,0.712
 2010-12-17,0.854,0.710
 2010-12-18,0.776,0.627
 2010-12-19,0.706,0.576
 2010-12-20,0.623,0.594
 2010-12-21,0.580,0.687
 2010-12-22,0.646,1.610
 2010-12-23,0.835,2.700
 2010-12-24,1.072,4.603
 2010-12-25,1.237,3.497
 2010-12-26,1.222,2.438
 2010-12-27,1.196,1.823
 2010-12-28,1.196,1.502
 2010-12-29,1.190,1.324
 2010-12-30,1.142,1.219
 2010-12-31,1.034,1.121
 2011-1-1,0.887,1.011
 2011-1-2,0.758,0.908
 2011-1-3,0.653,0.795
 2011-1-4,0.565,0.720
 2011-1-5,0.491,0.666
 2011-1-6,0.439,0.779
 2011-1-7,0.409,0.859
 2011-1-8,0.393,0.779
 2011-1-9,0.396,0.823
 2011-1-10,0.548,1.108
 2011-1-11,0.820,1.260
 2011-1-12,1.028,2.273
 2011-1-13,1.169,2.523
 2011-1-14,1.256,2.224
 2011-1-15,1.260,1.864
 2011-1-16,1.290,1.538
 2011-1-17,1.296,1.309
 2011-1-18,1.226,1.124
 2011-1-19,1.113,0.964
 2011-1-20,0.975,0.833
 2011-1-21,0.832,0.756
 2011-1-22,0.715,0.653
 2011-1-23,0.618,0.566
 2011-1-24,0.537,0.535
 2011-1-25,0.469,0.512
 2011-1-26,0.411,0.486
 2011-1-27,0.361,0.463
 2011-1-28,0.319,0.437
 2011-1-29,0.281,0.414
 2011-1-30,0.249,0.388
 2011-1-31,0.220,0.365
 2011-2-1,0.196,0.342
 2011-2-2,0.174,0.324
 2011-2-3,0.154,0.321
 2011-2-4,0.137,0.334
 2011-2-5,0.122,0.321
 2011-2-6,0.109,0.306
 2011-2-7,0.097,0.298
 2011-2-8,0.086,0.291
 2011-2-9,0.077,0.283
 2011-2-10,0.068,0.275
 2011-2-11,0.061,0.267
 2011-2-12,0.054,0.260
 2011-2-13,0.048,0.253
 2011-2-14,0.064,0.262
 2011-2-15,0.061,0.311
 2011-2-16,0.056,0.280
 2011-2-17,0.053,0.265
 2011-2-18,0.052,0.253
 2011-2-19,0.102,0.241
 2011-2-20,0.181,0.311
 2011-2-21,0.213,0.303
 2011-2-22,0.205,0.319
 2011-2-23,0.211,0.404
 2011-2-24,0.241,0.455
 2011-2-25,0.253,0.712
 2011-2-26,0.334,0.756
 2011-2-27,0.404,2.777
 2011-2-28,0.419,3.111
 2011-3-1,0.408,2.415
 2011-3-2,0.404,1.867
 2011-3-3,0.405,1.476
 2011-3-4,0.393,1.221
 2011-3-5,0.389,1.011
 2011-3-6,0.340,0.874
 2011-3-7,0.290,0.764
 2011-3-8,0.249,0.681
 2011-3-9,0.216,0.604
 2011-3-10,0.188,0.555
 2011-3-11,0.164,0.514
 2011-3-12,0.221,0.496
 2011-3-13,0.342,1.242
 2011-3-14,0.393,2.571
 2011-3-15,0.364,2.016
 2011-3-16,0.468,1.677
 2011-3-17,0.539,1.466
 2011-3-18,0.663,1.247
 2011-3-19,0.807,1.317
 2011-3-20,0.783,1.322
 2011-3-21,0.731,1.191
 2011-3-22,0.697,1.070
 2011-3-23,0.678,0.936
 2011-3-24,0.614,0.828
 2011-3-25,0.565,0.738
 2011-3-26,0.474,0.679
 2011-3-27,0.433,0.633
 2011-3-28,0.384,0.687
 2011-3-29,0.400,0.648
 2011-3-30,0.446,0.679
 2011-3-31,0.455,0.663
 2011-4-1,0.422,0.671
 2011-4-2,0.389,0.584
 2011-4-3,0.446,0.537
 2011-4-4,0.476,0.630
 2011-4-5,0.444,0.558
 2011-4-6,0.412,0.512
 2011-4-7,0.390,0.468
 2011-4-8,0.365,0.429
 2011-4-9,0.347,0.401
 2011-4-10,0.334,0.368
 2011-4-11,0.287,0.347
 2011-4-12,0.248,0.329
 2011-4-13,0.215,0.311
 2011-4-14,0.187,0.306
 2011-4-15,0.164,0.298
 2011-4-16,0.144,0.285
 2011-4-17,0.126,0.273
 2011-4-18,0.112,0.249
 2011-4-19,0.098,0.235
 2011-4-20,0.087,0.226
 2011-4-21,0.077,0.217
 2011-4-22,0.068,0.209
 2011-4-23,0.079,0.208
 2011-4-24,0.104,0.198
 2011-4-25,0.092,0.187
 2011-4-26,0.081,0.171
 2011-4-27,0.072,0.157
 2011-4-28,0.064,0.176
 2011-4-29,0.056,0.185
 2011-4-30,0.050,0.175
 2011-5-1,0.044,0.163
 2011-5-2,0.042,0.153
 2011-5-3,0.043,0.148
 2011-5-4,0.038,0.147
 2011-5-5,0.034,0.132
 2011-5-6,0.030,0.130
 2011-5-7,0.027,0.122
 2011-5-8,0.023,0.119
 2011-5-9,0.021,0.097
 2011-5-10,0.018,0.095
 2011-5-11,0.035,0.103
 2011-5-12,0.059,0.162
 2011-5-13,0.106,0.121
 2011-5-14,0.128,0.110
 2011-5-15,0.120,0.110
 2011-5-16,0.104,0.108
 2011-5-17,0.091,0.100
 2011-5-18,0.080,0.091
 2011-5-19,0.070,0.094
 2011-5-20,0.062,0.111
 2011-5-21,0.055,0.106
