 Date, Qmod[mm/d], Qobs[mm/d]
 2009-10-8,0.212,0.269
 2009-10-9,0.331,0.268
 2009-10-10,0.566,0.915
 2009-10-11,0.880,0.381
 2009-10-12,0.808,1.144
 2009-10-13,0.650,0.349
 2009-10-14,0.551,0.276
 2009-10-15,0.488,0.255
 2009-10-16,0.546,0.283
 2009-10-17,0.501,0.459
 2009-10-18,0.447,0.299
 2009-10-19,0.410,0.265
 2009-10-20,0.377,0.258
 2009-10-21,0.335,0.254
 2009-10-22,0.295,0.242
 2009-10-23,0.263,0.237
 2009-10-24,0.268,0.235
 2009-10-25,0.242,0.267
 2009-10-26,0.219,0.257
 2009-10-27,0.200,0.237
 2009-10-28,0.184,0.238
 2009-10-29,0.171,0.237
 2009-10-30,0.161,0.233
 2009-10-31,0.152,0.233
 2009-11-1,0.414,0.237
 2009-11-2,0.444,0.611
 2009-11-3,0.537,0.545
 2009-11-4,0.593,0.729
 2009-11-5,0.489,0.504
 2009-11-6,0.421,0.339
 2009-11-7,0.450,0.331
 2009-11-8,0.423,0.335
 2009-11-9,0.594,0.607
 2009-11-10,0.592,0.495
 2009-11-11,0.512,0.380
 2009-11-12,0.461,0.344
 2009-11-13,0.421,0.333
 2009-11-14,0.460,0.342
 2009-11-15,0.404,0.334
 2009-11-16,0.544,0.629
 2009-11-17,0.799,0.875
 2009-11-18,0.687,0.545
 2009-11-19,0.596,0.393
 2009-11-20,0.536,0.358
 2009-11-21,0.500,0.331
 2009-11-22,0.470,0.315
 2009-11-23,0.615,0.338
 2009-11-24,0.618,0.552
 2009-11-25,0.600,0.413
 2009-11-26,0.530,0.386
 2009-11-27,0.491,0.343
 2009-11-28,0.443,0.324
 2009-11-29,0.408,0.304
 2009-11-30,0.429,0.302
 2009-12-1,0.431,0.464
 2009-12-2,0.396,0.358
 2009-12-3,0.390,0.348
 2009-12-4,0.359,0.336
 2009-12-5,0.371,0.329
 2009-12-6,0.432,0.429
 2009-12-7,0.555,0.570
 2009-12-8,0.519,0.816
 2009-12-9,0.581,0.515
 2009-12-10,0.703,0.982
 2009-12-11,0.810,0.843
 2009-12-12,0.794,0.678
 2009-12-13,0.725,0.569
 2009-12-14,0.653,0.484
 2009-12-15,0.608,0.446
 2009-12-16,0.570,0.433
 2009-12-17,0.535,0.396
 2009-12-18,0.511,0.377
 2009-12-19,0.484,0.461
 2009-12-20,0.489,0.883
 2009-12-21,0.635,0.807
 2009-12-22,0.906,1.039
 2009-12-23,0.972,1.163
 2009-12-24,1.081,0.808
 2009-12-25,0.963,1.507
 2009-12-26,0.869,0.822
 2009-12-27,0.891,0.667
 2009-12-28,0.810,0.620
 2009-12-29,1.116,0.799
 2009-12-30,1.280,1.326
 2009-12-31,1.287,1.173
 2010-1-1,1.218,1.383
 2010-1-2,1.083,0.921
 2010-1-3,1.035,0.789
 2010-1-4,0.955,0.711
 2010-1-5,0.893,0.642
 2010-1-6,0.837,0.604
 2010-1-7,0.799,0.556
 2010-1-8,0.837,0.516
 2010-1-9,0.891,0.510
 2010-1-10,0.852,0.491
 2010-1-11,0.800,0.480
 2010-1-12,0.734,0.463
 2010-1-13,0.718,0.455
 2010-1-14,0.671,0.460
 2010-1-15,0.631,0.443
 2010-1-16,0.755,0.420
 2010-1-17,0.990,2.308
 2010-1-18,0.898,1.869
 2010-1-19,0.811,1.240
 2010-1-20,0.756,1.011
 2010-1-21,0.723,0.870
 2010-1-22,0.693,0.774
 2010-1-23,0.657,0.709
 2010-1-24,0.896,0.666
 2010-1-25,0.858,0.642
 2010-1-26,0.771,0.577
 2010-1-27,0.782,0.551
 2010-1-28,0.771,0.576
 2010-1-29,0.892,0.640
 2010-1-30,0.988,0.588
 2010-1-31,0.894,0.526
 2010-2-1,0.881,0.506
 2010-2-2,0.958,0.529
 2010-2-3,1.101,0.982
 2010-2-4,0.997,1.097
 2010-2-5,1.080,1.011
 2010-2-6,0.984,1.030
 2010-2-7,0.915,1.001
 2010-2-8,0.861,0.932
 2010-2-9,0.810,0.831
 2010-2-10,0.781,0.755
 2010-2-11,0.810,0.710
 2010-2-12,0.761,0.692
 2010-2-13,0.733,0.645
 2010-2-14,0.722,0.626
 2010-2-15,0.680,0.607
 2010-2-16,0.644,0.601
 2010-2-17,0.616,0.574
 2010-2-18,0.594,0.649
 2010-2-19,0.594,0.674
 2010-2-20,0.576,0.642
 2010-2-21,0.594,0.676
 2010-2-22,0.656,0.982
 2010-2-23,0.768,3.176
 2010-2-24,0.812,3.042
 2010-2-25,0.808,2.193
 2010-2-26,0.803,2.222
 2010-2-27,0.920,1.888
 2010-2-28,0.941,2.003
 2010-3-1,0.848,1.574
 2010-3-2,0.789,1.211
 2010-3-3,0.750,0.992
 2010-3-4,0.724,0.920
 2010-3-5,0.727,0.854
 2010-3-6,0.706,0.912
 2010-3-7,0.674,0.794
 2010-3-8,0.647,0.746
 2010-3-9,0.620,0.710
 2010-3-10,0.595,0.681
 2010-3-11,0.573,0.686
 2010-3-12,0.555,0.668
 2010-3-13,0.539,0.641
 2010-3-14,0.526,0.638
 2010-3-15,0.521,0.658
 2010-3-16,0.509,0.654
 2010-3-17,0.498,0.609
 2010-3-18,0.489,0.580
 2010-3-19,0.509,0.565
 2010-3-20,0.618,0.836
 2010-3-21,0.594,0.973
 2010-3-22,0.558,0.692
 2010-3-23,0.531,0.613
 2010-3-24,0.511,0.608
 2010-3-25,0.495,0.593
 2010-3-26,0.573,0.745
 2010-3-27,0.645,0.963
 2010-3-28,0.624,0.954
 2010-3-29,0.713,1.125
 2010-3-30,0.677,1.335
 2010-3-31,0.639,1.039
 2010-4-1,0.593,0.951
 2010-4-2,0.560,0.856
 2010-4-3,0.714,0.914
 2010-4-4,0.670,1.306
 2010-4-5,0.616,0.871
 2010-4-6,0.576,0.787
 2010-4-7,0.546,0.755
 2010-4-8,0.519,0.744
 2010-4-9,0.497,0.701
 2010-4-10,0.478,0.663
 2010-4-11,0.466,0.682
 2010-4-12,0.534,0.896
 2010-4-13,0.514,0.943
 2010-4-14,0.487,0.783
 2010-4-15,0.465,0.766
 2010-4-16,0.447,0.734
 2010-4-17,0.432,0.686
 2010-4-18,0.419,0.667
 2010-4-19,0.408,0.674
 2010-4-20,0.398,0.660
 2010-4-21,0.390,0.628
 2010-4-22,0.382,0.653
 2010-4-23,0.374,0.656
 2010-4-24,0.368,0.616
 2010-4-25,0.422,0.589
 2010-4-26,0.404,0.748
 2010-4-27,0.389,0.695
 2010-4-28,0.376,0.669
 2010-4-29,0.364,0.713
 2010-4-30,0.354,0.772
 2010-5-1,0.347,0.833
 2010-5-2,0.345,0.808
 2010-5-3,0.337,0.817
 2010-5-4,0.330,0.837
 2010-5-5,0.416,0.836
 2010-5-6,0.734,1.163
 2010-5-7,0.661,0.992
 2010-5-8,0.588,0.627
 2010-5-9,0.647,0.593
 2010-5-10,0.580,0.519
 2010-5-11,0.898,0.787
 2010-5-12,0.766,0.854
 2010-5-13,0.668,0.511
 2010-5-14,0.648,0.571
 2010-5-15,0.591,0.574
 2010-5-16,0.543,0.478
 2010-5-17,0.526,0.499
 2010-5-18,0.491,0.535
 2010-5-19,0.894,0.833
 2010-5-20,1.057,2.327
 2010-5-21,0.876,1.135
 2010-5-22,0.753,0.803
 2010-5-23,0.673,0.683
 2010-5-24,0.620,0.602
 2010-5-25,0.778,0.632
 2010-5-26,1.175,2.327
 2010-5-27,1.028,1.907
 2010-5-28,1.254,1.345
 2010-5-29,1.331,1.059
 2010-5-30,1.467,2.365
 2010-5-31,1.324,2.670
 2010-6-1,1.149,1.898
 2010-6-2,1.031,1.459
 2010-6-3,0.950,1.211
 2010-6-4,0.882,1.039
 2010-6-5,0.811,0.908
 2010-6-6,1.074,1.268
 2010-6-7,0.958,1.221
 2010-6-8,0.856,0.855
 2010-6-9,1.338,0.973
 2010-6-10,1.422,1.669
 2010-6-11,1.246,0.874
 2010-6-12,1.091,0.653
 2010-6-13,0.985,0.565
 2010-6-14,0.912,0.536
 2010-6-15,0.837,0.504
 2010-6-16,0.770,0.470
 2010-6-17,1.022,0.650
 2010-6-18,0.917,0.648
 2010-6-19,0.819,0.483
 2010-6-20,0.737,0.451
 2010-6-21,0.675,0.441
 2010-6-22,0.627,0.432
 2010-6-23,0.583,0.423
 2010-6-24,0.547,0.401
 2010-6-25,0.518,0.388
 2010-6-26,0.494,0.373
 2010-6-27,0.467,0.354
 2010-6-28,0.443,0.360
 2010-6-29,0.423,0.361
 2010-6-30,0.405,0.352
 2010-7-1,0.390,0.355
 2010-7-2,0.377,0.356
 2010-7-3,0.366,0.356
 2010-7-4,0.440,0.494
 2010-7-5,0.414,0.593
 2010-7-6,0.392,0.380
 2010-7-7,0.374,0.363
 2010-7-8,0.359,0.348
 2010-7-9,0.346,0.332
 2010-7-10,0.334,0.318
 2010-7-11,0.324,0.309
 2010-7-12,0.316,0.340
 2010-7-13,0.308,0.339
 2010-7-14,0.490,0.554
 2010-7-15,0.446,0.578
 2010-7-16,0.410,0.363
 2010-7-17,0.529,0.513
 2010-7-18,0.474,0.369
 2010-7-19,0.431,0.322
 2010-7-20,0.397,0.305
 2010-7-21,0.382,0.298
 2010-7-22,0.469,0.360
 2010-7-23,0.603,0.619
 2010-7-24,0.534,0.759
 2010-7-25,0.495,0.383
 2010-7-26,0.909,0.764
 2010-7-27,0.780,0.717
 2010-7-28,1.084,1.507
 2010-7-29,1.104,1.249
 2010-7-30,0.927,0.529
 2010-7-31,0.808,0.402
 2010-8-1,0.911,0.380
 2010-8-2,1.062,1.421
 2010-8-3,0.941,2.394
 2010-8-4,0.907,0.723
 2010-8-5,0.873,0.963
 2010-8-6,0.787,0.573
 2010-8-7,0.715,0.441
 2010-8-8,0.682,0.432
 2010-8-9,0.621,0.414
 2010-8-10,0.592,0.398
 2010-8-11,0.663,0.439
 2010-8-12,0.804,1.116
 2010-8-13,0.702,0.713
 2010-8-14,0.651,0.463
 2010-8-15,0.661,0.452
 2010-8-16,0.842,0.533
 2010-8-17,0.862,0.851
 2010-8-18,0.761,0.640
 2010-8-19,0.671,0.721
 2010-8-20,0.609,0.487
 2010-8-21,0.565,0.432
 2010-8-22,0.575,0.725
 2010-8-23,0.967,0.973
 2010-8-24,0.859,1.936
 2010-8-25,0.768,0.656
 2010-8-26,1.348,0.607
 2010-8-27,1.798,1.926
 2010-8-28,1.529,0.963
 2010-8-29,1.794,0.858
 2010-8-30,1.706,1.755
 2010-8-31,1.497,0.887
 2010-9-1,1.354,0.732
 2010-9-2,1.235,0.643
 2010-9-3,1.160,0.582
 2010-9-4,1.096,0.541
 2010-9-5,1.030,0.508
 2010-9-6,0.950,0.483
 2010-9-7,1.109,0.700
 2010-9-8,1.070,0.619
 2010-9-9,0.949,0.581
 2010-9-10,0.857,0.538
 2010-9-11,0.787,0.488
 2010-9-12,1.178,0.733
 2010-9-13,1.067,1.831
 2010-9-14,0.976,0.677
 2010-9-15,1.052,1.574
 2010-9-16,0.955,0.914
 2010-9-17,0.886,0.740
 2010-9-18,0.814,0.648
 2010-9-19,0.761,0.594
 2010-9-20,0.719,0.557
 2010-9-21,0.687,0.499
 2010-9-22,0.648,0.487
 2010-9-23,0.617,0.466
 2010-9-24,0.627,0.611
 2010-9-25,0.595,0.582
 2010-9-26,0.568,0.498
 2010-9-27,0.628,0.477
 2010-9-28,0.651,0.679
 2010-9-29,0.606,0.627
 2010-9-30,0.716,0.522
 2010-10-1,0.708,0.724
 2010-10-2,0.662,0.688
 2010-10-3,0.611,0.552
 2010-10-4,0.575,0.507
 2010-10-5,0.550,0.502
 2010-10-6,0.530,0.493
 2010-10-7,0.514,0.480
 2010-10-8,0.500,0.473
 2010-10-9,0.489,0.472
 2010-10-10,0.480,0.461
 2010-10-11,0.467,0.460
 2010-10-12,0.455,0.453
 2010-10-13,0.446,0.461
 2010-10-14,0.438,0.456
 2010-10-15,0.498,0.463
 2010-10-16,0.566,0.827
 2010-10-17,0.532,0.681
 2010-10-18,0.504,0.509
 2010-10-19,0.593,0.586
 2010-10-20,0.597,0.696
 2010-10-21,0.552,0.552
 2010-10-22,0.519,0.498
 2010-10-23,0.496,0.487
 2010-10-24,0.479,0.501
 2010-10-25,0.465,0.474
 2010-10-26,0.453,0.473
 2010-10-27,0.443,0.482
 2010-10-28,0.435,0.463
 2010-10-29,0.427,0.460
 2010-10-30,0.418,0.484
 2010-10-31,0.410,0.457
 2010-11-1,0.404,0.450
 2010-11-2,0.397,0.452
 2010-11-3,0.391,0.455
 2010-11-4,0.386,0.479
 2010-11-5,0.381,0.481
 2010-11-6,0.642,0.662
 2010-11-7,0.739,1.068
 2010-11-8,0.652,0.649
 2010-11-9,0.634,0.563
 2010-11-10,0.675,0.627
 2010-11-11,0.893,0.638
 2010-11-12,1.042,1.316
 2010-11-13,0.902,0.924
 2010-11-14,0.889,0.719
 2010-11-15,1.147,1.688
 2010-11-16,1.108,1.669
 2010-11-17,0.988,0.973
 2010-11-18,0.908,0.833
 2010-11-19,0.859,0.732
 2010-11-20,0.830,0.671
 2010-11-21,0.783,0.642
 2010-11-22,0.966,0.719
 2010-11-23,0.867,0.865
 2010-11-24,0.845,0.703
 2010-11-25,0.872,0.898
 2010-11-26,0.885,0.811
 2010-11-27,0.798,0.739
 2010-11-28,0.738,0.669
 2010-11-29,0.875,0.656
 2010-11-30,0.823,0.649
 2010-12-1,0.875,0.621
 2010-12-2,0.791,0.584
 2010-12-3,0.738,0.564
 2010-12-4,0.702,0.551
 2010-12-5,0.683,0.584
 2010-12-6,0.758,0.722
 2010-12-7,0.919,0.753
 2010-12-8,1.490,2.146
 2010-12-9,1.768,1.678
 2010-12-10,1.590,1.202
 2010-12-11,1.479,2.184
 2010-12-12,1.351,2.479
 2010-12-13,1.276,1.574
 2010-12-14,1.193,1.202
 2010-12-15,1.137,1.039
 2010-12-16,1.269,0.973
 2010-12-17,1.326,0.973
 2010-12-18,1.281,0.900
 2010-12-19,1.388,0.973
 2010-12-20,1.584,1.602
 2010-12-21,1.761,1.488
 2010-12-22,1.756,1.850
 2010-12-23,1.571,1.736
 2010-12-24,1.771,1.583
 2010-12-25,1.860,1.335
 2010-12-26,1.687,1.192
 2010-12-27,1.552,1.163
 2010-12-28,1.465,1.097
 2010-12-29,1.410,1.039
 2010-12-30,1.327,0.973
 2010-12-31,1.246,0.935
 2011-1-1,1.173,0.925
 2011-1-2,1.117,0.963
 2011-1-3,1.053,0.915
 2011-1-4,0.989,0.881
 2011-1-5,1.025,0.854
 2011-1-6,1.168,2.518
 2011-1-7,1.381,5.617
 2011-1-8,1.407,4.129
 2011-1-9,1.339,3.185
 2011-1-10,1.236,2.460
 2011-1-11,1.258,2.117
 2011-1-12,1.461,2.041
 2011-1-13,1.756,3.748
 2011-1-14,1.773,3.233
 2011-1-15,1.578,2.613
 2011-1-16,1.461,2.155
 2011-1-17,1.389,1.879
 2011-1-18,1.377,1.783
 2011-1-19,1.352,1.688
 2011-1-20,1.275,1.554
 2011-1-21,1.213,1.364
 2011-1-22,1.159,1.287
 2011-1-23,1.099,1.211
 2011-1-24,1.039,1.183
 2011-1-25,1.049,1.287
 2011-1-26,1.015,1.249
 2011-1-27,0.961,1.106
 2011-1-28,0.918,1.030
 2011-1-29,0.883,1.001
 2011-1-30,0.854,0.941
 2011-1-31,0.829,0.891
 2011-2-1,0.808,0.878
 2011-2-2,0.801,0.869
 2011-2-3,0.843,0.941
 2011-2-4,0.816,0.963
 2011-2-5,0.790,1.097
 2011-2-6,0.769,0.982
 2011-2-7,0.753,0.916
 2011-2-8,0.740,0.885
 2011-2-9,0.727,0.842
 2011-2-10,0.740,0.829
 2011-2-11,0.804,0.982
 2011-2-12,0.861,0.898
 2011-2-13,0.824,0.937
 2011-2-14,0.787,0.877
 2011-2-15,0.761,0.854
 2011-2-16,0.742,0.801
 2011-2-17,0.728,0.753
 2011-2-18,0.713,0.725
 2011-2-19,0.701,0.710
 2011-2-20,0.691,0.694
 2011-2-21,0.682,0.679
 2011-2-22,0.671,0.663
 2011-2-23,0.662,0.635
 2011-2-24,0.676,0.671
 2011-2-25,0.664,0.680
 2011-2-26,0.677,0.659
 2011-2-27,0.664,0.795
 2011-2-28,0.652,0.659
 2011-3-1,0.641,0.615
 2011-3-2,0.632,0.595
 2011-3-3,0.624,0.583
 2011-3-4,0.617,0.566
 2011-3-5,0.610,0.568
 2011-3-6,0.603,0.552
 2011-3-7,0.597,0.548
 2011-3-8,0.592,0.550
 2011-3-9,0.586,0.552
 2011-3-10,0.581,0.540
 2011-3-11,0.576,0.534
 2011-3-12,0.571,0.535
 2011-3-13,0.569,0.559
 2011-3-14,0.563,0.573
 2011-3-15,0.558,0.532
 2011-3-16,0.553,0.523
 2011-3-17,0.548,0.537
 2011-3-18,0.629,0.518
 2011-3-19,0.629,0.748
 2011-3-20,0.607,0.539
 2011-3-21,0.588,0.500
 2011-3-22,0.573,0.482
 2011-3-23,0.559,0.474
 2011-3-24,0.548,0.457
 2011-3-25,0.537,0.466
 2011-3-26,0.528,0.450
 2011-3-27,0.520,0.447
 2011-3-28,0.513,0.450
 2011-3-29,0.506,0.449
 2011-3-30,0.511,0.480
 2011-3-31,0.576,0.606
 2011-4-1,0.554,0.533
 2011-4-2,0.535,0.481
 2011-4-3,0.635,0.468
 2011-4-4,0.595,0.685
 2011-4-5,0.563,0.510
 2011-4-6,0.538,0.530
 2011-4-7,0.518,0.507
 2011-4-8,0.502,0.501
 2011-4-9,0.487,0.507
 2011-4-10,0.475,0.486
 2011-4-11,0.465,0.478
 2011-4-12,0.458,0.500
 2011-4-13,0.449,0.462
 2011-4-14,0.440,0.416
 2011-4-15,0.433,0.410
 2011-4-16,0.426,0.413
 2011-4-17,0.420,0.405
 2011-4-18,0.414,0.408
 2011-4-19,0.408,0.405
 2011-4-20,0.402,0.404
 2011-4-21,0.397,0.400
 2011-4-22,0.392,0.401
 2011-4-23,0.387,0.383
 2011-4-24,0.381,0.419
 2011-4-25,0.376,0.382
 2011-4-26,0.377,0.383
 2011-4-27,0.382,0.401
 2011-4-28,0.374,0.404
 2011-4-29,0.367,0.382
 2011-4-30,0.371,0.431
 2011-5-1,0.363,0.417
 2011-5-2,0.356,0.361
 2011-5-3,0.349,0.361
 2011-5-4,0.342,0.361
 2011-5-5,0.336,0.355
 2011-5-6,0.331,0.343
 2011-5-7,0.325,0.331
 2011-5-8,0.320,0.321
 2011-5-9,0.315,0.307
 2011-5-10,0.310,0.302
 2011-5-11,0.305,0.300
 2011-5-12,0.300,0.309
 2011-5-13,0.296,0.307
 2011-5-14,0.291,0.317
 2011-5-15,0.293,0.322
 2011-5-16,0.288,0.315
 2011-5-17,0.282,0.318
 2011-5-18,0.277,0.299
 2011-5-19,0.284,0.297
 2011-5-20,0.280,0.314
 2011-5-21,0.272,0.297
