 Date, Qmod[mm/d], Qobs[mm/d]
 2010-3-8,0.596,1.203
 2010-3-9,0.534,1.160
 2010-3-10,0.479,1.126
 2010-3-11,0.430,1.101
 2010-3-12,0.386,1.058
 2010-3-13,0.346,1.011
 2010-3-14,0.311,0.982
 2010-3-15,0.279,0.960
 2010-3-16,0.251,0.939
 2010-3-17,0.225,0.918
 2010-3-18,0.202,0.905
 2010-3-19,0.202,0.926
 2010-3-20,0.244,1.011
 2010-3-21,0.276,0.922
 2010-3-22,0.295,0.905
 2010-3-23,0.333,0.931
 2010-3-24,0.404,0.973
 2010-3-25,0.484,1.028
 2010-3-26,0.616,1.152
 2010-3-27,0.770,1.139
 2010-3-28,0.848,1.147
 2010-3-29,0.877,1.292
 2010-3-30,0.930,1.343
 2010-3-31,0.985,1.347
 2010-4-1,1.124,1.623
 2010-4-2,1.249,2.384
 2010-4-3,1.403,2.656
 2010-4-4,1.474,2.363
 2010-4-5,1.456,2.133
 2010-4-6,1.460,1.959
 2010-4-7,1.419,1.764
 2010-4-8,1.367,1.589
 2010-4-9,1.308,1.475
 2010-4-10,1.258,1.385
 2010-4-11,1.177,1.309
 2010-4-12,1.068,1.249
 2010-4-13,0.966,1.190
 2010-4-14,0.877,1.139
 2010-4-15,0.787,1.084
 2010-4-16,0.707,1.050
 2010-4-17,0.635,1.003
 2010-4-18,0.570,0.969
 2010-4-19,0.512,0.926
 2010-4-20,0.460,0.888
 2010-4-21,0.413,0.858
 2010-4-22,0.371,0.837
 2010-4-23,0.333,0.816
 2010-4-24,0.301,0.795
 2010-4-25,0.271,0.773
 2010-4-26,0.246,0.744
 2010-4-27,0.223,0.731
 2010-4-28,0.203,0.718
 2010-4-29,0.188,0.722
 2010-4-30,0.192,0.735
 2010-5-1,0.658,0.956
 2010-5-2,0.475,0.994
 2010-5-3,0.490,0.782
 2010-5-4,0.516,0.739
 2010-5-5,0.559,0.722
 2010-5-6,0.545,0.714
 2010-5-7,0.568,0.701
 2010-5-8,0.611,0.684
 2010-5-9,0.641,0.659
 2010-5-10,0.633,0.646
 2010-5-11,0.618,0.633
 2010-5-12,0.613,0.629
 2010-5-13,0.617,0.616
 2010-5-14,0.562,0.612
 2010-5-15,0.510,0.595
 2010-5-16,0.459,0.582
 2010-5-17,0.413,0.569
 2010-5-18,0.373,0.561
 2010-5-19,0.337,0.552
 2010-5-20,0.304,0.527
 2010-5-21,0.275,0.514
 2010-5-22,0.248,0.501
 2010-5-23,0.224,0.489
 2010-5-24,0.201,0.484
 2010-5-25,0.181,0.480
 2010-5-26,0.163,0.472
 2010-5-27,0.146,0.455
 2010-5-28,0.133,0.446
 2010-5-29,0.134,0.497
 2010-5-30,0.137,0.463
 2010-5-31,0.157,0.450
 2010-6-1,0.185,0.510
 2010-6-2,0.217,0.450
 2010-6-3,0.216,0.423
 2010-6-4,0.233,0.408
 2010-6-5,0.246,0.400
 2010-6-6,0.268,0.397
 2010-6-7,0.933,0.438
 2010-6-8,1.782,0.493
 2010-6-9,1.471,1.028
 2010-6-10,1.731,0.676
 2010-6-11,1.767,0.552
 2010-6-12,1.822,0.501
 2010-6-13,1.792,0.493
 2010-6-14,1.650,0.472
 2010-6-15,1.605,0.450
 2010-6-16,1.617,0.438
 2010-6-17,1.557,0.422
 2010-6-18,1.414,0.569
 2010-6-19,1.296,0.472
 2010-6-20,1.193,0.438
 2010-6-21,1.110,0.416
 2010-6-22,1.025,0.402
 2010-6-23,0.933,0.390
 2010-6-24,0.859,0.382
 2010-6-25,0.798,0.377
 2010-6-26,0.749,0.373
 2010-6-27,0.678,0.365
 2010-6-28,0.618,0.356
 2010-6-29,0.561,0.351
 2010-6-30,0.514,0.347
 2010-7-1,0.488,0.365
 2010-7-2,0.467,0.365
 2010-7-3,0.440,0.340
 2010-7-4,0.424,0.338
 2010-7-5,0.415,0.317
 2010-7-6,0.405,0.313
 2010-7-7,0.397,0.317
 2010-7-8,0.388,0.314
 2010-7-9,0.387,0.307
 2010-7-10,0.369,0.298
 2010-7-11,0.352,0.294
 2010-7-12,0.342,0.324
 2010-7-13,0.345,0.330
 2010-7-14,0.439,0.368
 2010-7-15,0.536,0.416
 2010-7-16,0.720,0.388
 2010-7-17,0.829,0.337
 2010-7-18,0.854,0.324
 2010-7-19,0.901,0.312
 2010-7-20,1.494,0.409
 2010-7-21,1.226,0.423
 2010-7-22,1.458,0.354
 2010-7-23,1.555,0.339
 2010-7-24,1.570,0.337
 2010-7-25,1.553,0.320
 2010-7-26,1.445,0.306
 2010-7-27,1.373,0.302
 2010-7-28,1.336,0.297
 2010-7-29,1.317,0.292
 2010-7-30,1.211,0.300
 2010-7-31,1.092,0.297
 2010-8-1,0.987,0.290
 2010-8-2,0.896,0.282
 2010-8-3,0.815,0.281
 2010-8-4,0.744,0.314
 2010-8-5,0.683,0.283
 2010-8-6,0.640,0.284
 2010-8-7,0.602,0.280
 2010-8-8,0.566,0.271
 2010-8-9,0.539,0.282
 2010-8-10,0.522,0.269
 2010-8-11,0.513,0.260
 2010-8-12,0.494,0.255
 2010-8-13,0.474,0.263
 2010-8-14,0.461,0.270
 2010-8-15,0.426,0.258
 2010-8-16,0.397,0.247
 2010-8-17,0.374,0.246
 2010-8-18,0.356,0.245
 2010-8-19,0.355,0.281
 2010-8-20,0.419,0.302
 2010-8-21,0.533,0.276
 2010-8-22,0.615,0.266
 2010-8-23,0.710,0.294
 2010-8-24,0.807,0.276
 2010-8-25,1.159,0.433
 2010-8-26,1.104,0.761
 2010-8-27,1.311,0.646
 2010-8-28,1.354,0.548
 2010-8-29,1.356,0.501
 2010-8-30,1.355,0.450
 2010-8-31,1.248,0.423
 2010-9-1,1.168,0.399
 2010-9-2,1.123,0.380
 2010-9-3,1.090,0.368
 2010-9-4,0.974,0.359
 2010-9-5,0.873,0.359
 2010-9-6,1.010,0.420
 2010-9-7,0.899,0.591
 2010-9-8,0.951,0.442
 2010-9-9,0.930,0.393
 2010-9-10,1.573,0.931
 2010-9-11,1.184,2.405
 2010-9-12,1.117,1.483
 2010-9-13,1.242,1.173
 2010-9-14,1.515,1.470
 2010-9-15,1.646,1.381
 2010-9-16,1.692,1.254
 2010-9-17,1.731,1.113
 2010-9-18,1.654,0.999
 2010-9-19,1.580,0.922
 2010-9-20,1.505,0.837
 2010-9-21,1.475,0.782
 2010-9-22,1.417,0.875
 2010-9-23,1.422,1.007
 2010-9-24,1.437,0.918
 2010-9-25,1.375,0.829
 2010-9-26,1.332,0.786
 2010-9-27,1.289,0.778
 2010-9-28,1.231,0.756
 2010-9-29,1.261,0.854
 2010-9-30,1.298,0.790
 2010-10-1,1.815,2.065
 2010-10-2,2.851,1.912
 2010-10-3,2.547,10.115
 2010-10-4,2.851,5.227
 2010-10-5,3.020,3.612
 2010-10-6,3.188,3.005
 2010-10-7,3.181,2.427
 2010-10-8,3.042,2.138
 2010-10-9,3.029,1.929
 2010-10-10,2.944,1.751
 2010-10-11,2.817,1.589
 2010-10-12,2.592,1.479
 2010-10-13,2.371,1.390
 2010-10-14,2.143,1.296
 2010-10-15,1.924,1.215
 2010-10-16,1.728,1.147
 2010-10-17,1.553,1.084
 2010-10-18,1.401,1.045
 2010-10-19,1.267,1.003
 2010-10-20,1.147,0.956
 2010-10-21,1.043,0.914
 2010-10-22,1.015,0.952
 2010-10-23,1.046,1.203
 2010-10-24,1.092,0.965
 2010-10-25,1.110,0.897
 2010-10-26,1.168,0.905
 2010-10-27,1.207,0.897
 2010-10-28,1.222,0.871
 2010-10-29,1.227,0.867
 2010-10-30,1.252,0.854
 2010-10-31,1.290,0.846
 2010-11-1,1.201,0.807
 2010-11-2,1.125,0.863
 2010-11-3,1.130,1.092
 2010-11-4,1.167,1.088
 2010-11-5,1.213,1.313
 2010-11-6,1.350,1.496
 2010-11-7,1.695,1.619
 2010-11-8,1.783,2.465
 2010-11-9,2.006,2.286
 2010-11-10,2.093,1.985
 2010-11-11,2.230,2.061
 2010-11-12,2.355,1.917
 2010-11-13,2.399,1.857
 2010-11-14,2.445,1.768
 2010-11-15,2.458,1.636
 2010-11-16,2.437,1.564
 2010-11-17,2.358,2.733
 2010-11-18,2.356,2.966
 2010-11-19,2.323,2.673
 2010-11-20,2.230,2.418
 2010-11-21,2.161,2.197
 2010-11-22,2.022,2.006
 2010-11-23,1.891,1.836
 2010-11-24,1.791,1.700
 2010-11-25,1.701,1.589
 2010-11-26,1.565,1.500
 2010-11-27,1.421,1.402
 2010-11-28,1.282,1.313
 2010-11-29,1.153,1.237
 2010-11-30,1.045,1.190
 2010-12-1,0.956,1.139
 2010-12-2,0.875,1.092
 2010-12-3,0.801,1.071
 2010-12-4,0.759,1.054
 2010-12-5,0.732,0.994
 2010-12-6,0.684,0.931
 2010-12-7,0.649,0.884
 2010-12-8,0.619,0.858
 2010-12-9,0.573,0.829
 2010-12-10,0.535,0.969
 2010-12-11,0.508,1.041
 2010-12-12,0.486,0.973
 2010-12-13,0.450,0.943
 2010-12-14,0.404,0.901
 2010-12-15,0.364,0.892
 2010-12-16,0.357,0.931
 2010-12-17,0.413,0.926
 2010-12-18,0.513,0.905
 2010-12-19,0.606,0.846
 2010-12-20,0.645,0.824
 2010-12-21,0.692,0.850
 2010-12-22,0.733,0.812
 2010-12-23,0.729,0.782
 2010-12-24,0.752,0.752
 2010-12-25,0.789,0.697
 2010-12-26,0.833,0.722
 2010-12-27,0.907,0.829
 2010-12-28,0.967,1.113
 2010-12-29,1.128,1.806
 2010-12-30,1.180,2.312
 2010-12-31,1.152,2.218
 2011-1-1,1.162,2.040
 2011-1-2,1.113,1.887
 2011-1-3,1.094,1.730
 2011-1-4,1.123,1.687
 2011-1-5,1.253,1.989
 2011-1-6,1.327,1.878
 2011-1-7,1.628,2.019
 2011-1-8,1.602,2.954
 2011-1-9,1.714,2.635
 2011-1-10,1.888,2.728
 2011-1-11,2.153,2.707
 2011-1-12,2.295,3.604
 2011-1-13,2.657,4.020
 2011-1-14,2.905,3.969
 2011-1-15,3.144,3.774
 2011-1-16,3.259,3.795
 2011-1-17,3.319,3.506
 2011-1-18,3.397,3.085
 2011-1-19,3.393,2.754
 2011-1-20,3.370,2.478
 2011-1-21,3.281,2.248
 2011-1-22,3.093,2.082
 2011-1-23,2.882,1.963
 2011-1-24,2.679,1.853
 2011-1-25,2.524,1.798
 2011-1-26,2.316,1.691
 2011-1-27,2.090,1.564
 2011-1-28,1.891,1.475
 2011-1-29,1.716,1.402
 2011-1-30,1.544,1.334
 2011-1-31,1.401,1.279
 2011-2-1,1.275,1.249
 2011-2-2,1.182,1.220
 2011-2-3,1.116,1.186
 2011-2-4,1.045,1.254
 2011-2-5,0.991,1.177
 2011-2-6,1.007,1.194
 2011-2-7,1.023,1.232
 2011-2-8,0.989,1.211
 2011-2-9,0.976,1.203
 2011-2-10,0.981,1.194
 2011-2-11,0.982,1.164
 2011-2-12,0.999,1.135
 2011-2-13,1.026,1.351
 2011-2-14,1.127,1.347
 2011-2-15,1.244,1.734
 2011-2-16,1.274,1.976
 2011-2-17,1.287,1.874
 2011-2-18,1.370,1.866
 2011-2-19,1.399,2.095
 2011-2-20,1.458,1.929
 2011-2-21,1.615,1.942
 2011-2-22,1.750,1.866
 2011-2-23,1.805,1.785
 2011-2-24,1.838,1.670
 2011-2-25,2.454,1.793
 2011-2-26,1.979,2.167
 2011-2-27,2.086,2.040
 2011-2-28,2.261,1.925
 2011-3-1,2.220,1.810
 2011-3-2,2.198,1.721
 2011-3-3,2.164,1.636
 2011-3-4,1.976,1.551
 2011-3-5,1.863,1.487
 2011-3-6,1.794,1.411
 2011-3-7,1.687,1.343
 2011-3-8,1.516,1.300
 2011-3-9,1.358,1.254
 2011-3-10,1.217,1.190
 2011-3-11,1.092,1.143
 2011-3-12,0.983,1.143
 2011-3-13,0.885,1.092
 2011-3-14,0.799,1.024
 2011-3-15,0.722,0.986
 2011-3-16,0.653,0.952
 2011-3-17,0.593,0.918
 2011-3-18,0.539,0.884
 2011-3-19,0.493,0.858
 2011-3-20,0.452,0.833
 2011-3-21,0.410,0.816
 2011-3-22,0.368,0.790
 2011-3-23,0.331,0.790
 2011-3-24,0.297,0.773
 2011-3-25,0.267,0.748
 2011-3-26,0.240,0.731
 2011-3-27,0.215,0.710
 2011-3-28,0.193,0.697
 2011-3-29,0.174,0.684
 2011-3-30,0.163,0.701
 2011-3-31,0.153,0.667
 2011-4-1,0.149,0.642
 2011-4-2,0.152,0.620
 2011-4-3,0.164,0.625
 2011-4-4,0.171,0.603
 2011-4-5,0.184,0.591
 2011-4-6,0.204,0.569
 2011-4-7,0.229,0.548
 2011-4-8,0.245,0.535
 2011-4-9,0.253,0.527
 2011-4-10,0.238,0.514
 2011-4-11,0.227,0.506
 2011-4-12,0.213,0.493
 2011-4-13,0.192,0.506
 2011-4-14,0.172,0.497
 2011-4-15,0.155,0.489
 2011-4-16,0.139,0.476
 2011-4-17,0.125,0.467
 2011-4-18,0.112,0.459
 2011-4-19,0.101,0.450
 2011-4-20,0.091,0.442
 2011-4-21,0.081,0.433
 2011-4-22,0.074,0.429
 2011-4-23,0.068,0.472
 2011-4-24,0.062,0.446
 2011-4-25,0.057,0.420
 2011-4-26,0.053,0.414
 2011-4-27,0.050,0.404
 2011-4-28,0.047,0.398
 2011-4-29,0.046,0.396
 2011-4-30,0.044,0.384
 2011-5-1,0.040,0.375
 2011-5-2,0.036,0.366
 2011-5-3,0.032,0.362
 2011-5-4,0.029,0.359
 2011-5-5,0.026,0.360
 2011-5-6,0.025,0.369
 2011-5-7,0.471,0.429
 2011-5-8,0.205,0.433
 2011-5-9,0.419,0.442
 2011-5-10,0.535,0.395
 2011-5-11,0.584,0.364
 2011-5-12,0.647,0.352
 2011-5-13,0.736,0.348
 2011-5-14,0.703,0.342
 2011-5-15,0.724,0.335
 2011-5-16,0.747,0.327
 2011-5-17,0.707,0.323
 2011-5-18,0.677,0.318
 2011-5-19,0.650,0.311
 2011-5-20,0.635,0.307
 2011-5-21,0.632,0.307
 2011-5-22,0.580,0.302
 2011-5-23,0.535,0.301
 2011-5-24,0.491,0.293
 2011-5-25,0.456,0.293
 2011-5-26,0.437,0.297
 2011-5-27,0.430,0.288
 2011-5-28,0.432,0.288
 2011-5-29,0.486,0.286
 2011-5-30,0.595,0.314
 2011-5-31,0.567,0.293
 2011-6-1,0.543,0.283
 2011-6-2,0.539,0.275
 2011-6-3,0.539,0.255
 2011-6-4,0.519,0.254
 2011-6-5,0.491,0.266
 2011-6-6,0.475,0.253
 2011-6-7,0.461,0.251
 2011-6-8,0.422,0.249
 2011-6-9,0.386,0.243
 2011-6-10,0.360,0.252
 2011-6-11,0.346,0.255
 2011-6-12,1.269,0.450
 2011-6-13,0.711,0.320
 2011-6-14,0.702,0.278
 2011-6-15,0.724,0.272
 2011-6-16,0.717,0.265
 2011-6-17,0.724,0.283
 2011-6-18,0.772,0.292
 2011-6-19,0.836,0.269
 2011-6-20,0.908,0.278
 2011-6-21,1.040,0.275
 2011-6-22,1.166,0.268
 2011-6-23,1.191,0.289
 2011-6-24,1.381,0.337
 2011-6-25,1.257,0.591
 2011-6-26,1.240,0.480
 2011-6-27,1.164,0.429
 2011-6-28,1.117,0.389
 2011-6-29,1.049,0.359
 2011-6-30,0.983,0.334
 2011-7-1,0.906,0.321
 2011-7-2,0.842,0.313
 2011-7-3,0.765,0.303
 2011-7-4,0.686,0.288
 2011-7-5,0.628,0.297
 2011-7-6,0.613,0.311
 2011-7-7,0.658,0.309
 2011-7-8,0.680,0.336
 2011-7-9,0.700,0.292
 2011-7-10,0.719,0.282
 2011-7-11,0.694,0.274
 2011-7-12,0.676,0.268
 2011-7-13,0.672,0.260
 2011-7-14,0.658,0.251
 2011-7-15,0.650,0.253
 2011-7-16,0.612,0.275
 2011-7-17,0.587,0.263
 2011-7-18,0.590,0.268
 2011-7-19,0.572,0.255
 2011-7-20,0.565,0.251
 2011-7-21,0.568,0.243
 2011-7-22,0.560,0.255
 2011-7-23,0.553,0.237
 2011-7-24,0.541,0.227
 2011-7-25,0.517,0.223
 2011-7-26,0.485,0.217
 2011-7-27,0.439,0.215
 2011-7-28,0.399,0.215
 2011-7-29,0.364,0.235
 2011-7-30,0.334,0.220
 2011-7-31,0.300,0.214
 2011-8-1,0.270,0.212
 2011-8-2,0.242,0.206
 2011-8-3,0.221,0.198
 2011-8-4,0.200,0.212
 2011-8-5,0.182,0.196
 2011-8-6,0.170,0.206
 2011-8-7,0.160,0.208
 2011-8-8,0.153,0.203
 2011-8-9,0.150,0.193
 2011-8-10,0.151,0.194
 2011-8-11,0.154,0.198
 2011-8-12,0.155,0.198
 2011-8-13,0.157,0.192
 2011-8-14,0.163,0.186
 2011-8-15,0.161,0.176
 2011-8-16,0.155,0.178
 2011-8-17,0.152,0.170
 2011-8-18,0.151,0.170
 2011-8-19,0.146,0.164
 2011-8-20,0.142,0.168
 2011-8-21,0.130,0.162
 2011-8-22,0.119,0.161
 2011-8-23,0.110,0.162
 2011-8-24,0.101,0.162
 2011-8-25,0.099,0.179
 2011-8-26,0.111,0.189
 2011-8-27,0.126,0.174
 2011-8-28,0.146,0.171
 2011-8-29,0.167,0.170
 2011-8-30,0.191,0.170
 2011-8-31,0.205,0.167
 2011-9-1,0.227,0.159
 2011-9-2,0.257,0.155
 2011-9-3,0.275,0.157
 2011-9-4,0.265,0.155
 2011-9-5,0.255,0.159
 2011-9-6,0.251,0.160
 2011-9-7,0.248,0.160
 2011-9-8,0.254,0.161
 2011-9-9,0.262,0.160
 2011-9-10,0.271,0.159
 2011-9-11,0.294,0.155
 2011-9-12,0.303,0.152
 2011-9-13,0.315,0.149
 2011-9-14,0.318,0.151
 2011-9-15,0.301,0.153
 2011-9-16,0.286,0.157
 2011-9-17,0.280,0.164
 2011-9-18,0.276,0.166
 2011-9-19,0.289,0.169
 2011-9-20,0.311,0.177
 2011-9-21,0.351,0.181
 2011-9-22,0.397,0.174
 2011-9-23,0.420,0.173
 2011-9-24,0.442,0.173
 2011-9-25,0.449,0.178
 2011-9-26,0.427,0.170
 2011-9-27,0.422,0.166
 2011-9-28,0.411,0.162
 2011-9-29,0.390,0.156
 2011-9-30,0.356,0.153
 2011-10-1,0.327,0.150
 2011-10-2,0.302,0.151
 2011-10-3,0.274,0.147
 2011-10-4,0.246,0.146
 2011-10-5,0.226,0.164
 2011-10-6,0.227,0.163
 2011-10-7,0.234,0.160
 2011-10-8,0.250,0.158
 2011-10-9,0.279,0.155
 2011-10-10,0.286,0.154
 2011-10-11,0.293,0.155
 2011-10-12,0.313,0.155
 2011-10-13,0.321,0.156
 2011-10-14,0.334,0.153
 2011-10-15,0.314,0.153
 2011-10-16,0.298,0.154
 2011-10-17,0.274,0.153
 2011-10-18,0.258,0.153
 2011-10-19,0.245,0.154
 2011-10-20,0.236,0.156
 2011-10-21,0.221,0.159
 2011-10-22,0.210,0.154
 2011-10-23,0.202,0.152
 2011-10-24,0.200,0.155
 2011-10-25,0.216,0.201
 2011-10-26,0.280,0.197
 2011-10-27,0.406,0.235
 2011-10-28,0.530,0.235
 2011-10-29,0.611,0.231
 2011-10-30,0.718,0.243
 2011-10-31,0.775,0.259
 2011-11-1,0.804,0.328
 2011-11-2,0.918,0.312
 2011-11-3,1.154,0.561
 2011-11-4,1.333,0.565
 2011-11-5,1.486,0.565
 2011-11-6,1.540,0.497
 2011-11-7,1.519,0.459
 2011-11-8,1.496,0.450
 2011-11-9,1.480,0.450
 2011-11-10,1.555,0.480
 2011-11-11,1.605,0.744
 2011-11-12,1.572,1.249
 2011-11-13,1.504,1.037
 2011-11-14,1.368,0.897
 2011-11-15,1.270,0.795
 2011-11-16,1.196,0.727
 2011-11-17,1.219,0.663
 2011-11-18,1.291,0.612
 2011-11-19,1.251,0.565
 2011-11-20,1.232,0.540
 2011-11-21,1.228,0.557
 2011-11-22,1.148,0.544
 2011-11-23,1.086,0.518
 2011-11-24,1.115,0.501
 2011-11-25,1.127,0.497
 2011-11-26,1.067,0.489
 2011-11-27,1.038,0.506
 2011-11-28,1.029,0.497
 2011-11-29,0.987,0.544
 2011-11-30,0.997,0.548
 2011-12-1,1.066,0.650
 2011-12-2,1.135,0.693
 2011-12-3,1.129,0.837
 2011-12-4,1.161,0.880
 2011-12-5,1.210,0.888
 2011-12-6,1.223,0.926
 2011-12-7,1.235,1.139
 2011-12-8,1.315,1.521
 2011-12-9,1.366,1.717
 2011-12-10,1.376,1.598
 2011-12-11,1.449,1.972
 2011-12-12,2.455,2.592
 2011-12-13,2.167,4.930
 2011-12-14,2.461,3.714
 2011-12-15,2.576,3.761
 2011-12-16,2.811,3.744
 2011-12-17,3.000,3.213
 2011-12-18,3.049,2.784
 2011-12-19,3.141,2.941
 2011-12-20,3.288,3.170
 2011-12-21,3.365,2.988
 2011-12-22,3.290,2.635
 2011-12-23,3.932,2.983
 2011-12-24,3.603,2.775
 2011-12-25,3.690,2.622
 2011-12-26,3.580,2.380
 2011-12-27,3.457,2.206
 2011-12-28,3.374,2.087
 2011-12-29,3.150,2.418
 2011-12-30,3.061,2.716
 2011-12-31,3.023,3.085
 2012-1-1,3.011,3.697
 2012-1-2,3.541,3.829
 2012-1-3,3.211,7.607
 2012-1-4,3.339,6.970
 2012-1-5,3.360,7.012
 2012-1-6,3.322,5.185
 2012-1-7,3.303,4.131
 2012-1-8,3.134,3.408
 2012-1-9,2.990,2.941
 2012-1-10,2.890,2.609
 2012-1-11,2.802,2.359
 2012-1-12,2.598,2.184
 2012-1-13,2.388,2.002
 2012-1-14,2.141,1.887
 2012-1-15,1.921,1.781
 2012-1-16,1.724,1.674
 2012-1-17,1.547,1.572
 2012-1-18,1.477,1.526
 2012-1-19,1.514,1.551
 2012-1-20,1.476,1.517
 2012-1-21,1.414,1.470
 2012-1-22,1.370,1.419
 2012-1-23,1.287,1.415
 2012-1-24,1.301,1.615
 2012-1-25,1.392,1.589
 2012-1-26,1.487,1.687
 2012-1-27,1.658,1.717
 2012-1-28,1.773,1.704
 2012-1-29,1.757,1.713
 2012-1-30,1.793,1.708
 2012-1-31,1.801,1.611
 2012-2-1,1.775,1.509
 2012-2-2,1.721,1.441
 2012-2-3,1.677,1.368
 2012-2-4,1.634,1.377
 2012-2-5,1.601,1.364
 2012-2-6,1.601,1.381
 2012-2-7,1.529,1.309
 2012-2-8,1.455,1.258
 2012-2-9,1.396,1.309
 2012-2-10,1.314,1.483
 2012-2-11,1.271,1.394
 2012-2-12,1.247,1.394
 2012-2-13,1.233,1.394
 2012-2-14,1.146,1.351
 2012-2-15,1.056,1.296
 2012-2-16,0.984,1.262
 2012-2-17,0.927,1.241
 2012-2-18,0.935,1.351
 2012-2-19,0.953,1.245
 2012-2-20,0.914,1.207
 2012-2-21,0.869,1.181
 2012-2-22,0.838,1.215
 2012-2-23,0.768,1.164
 2012-2-24,0.711,1.135
 2012-2-25,0.677,1.122
 2012-2-26,0.658,1.105
 2012-2-27,0.620,1.092
 2012-2-28,0.559,1.062
 2012-2-29,0.504,1.028
 2012-3-1,0.456,0.994
 2012-3-2,0.410,0.977
 2012-3-3,0.375,0.982
 2012-3-4,0.368,1.062
 2012-3-5,0.368,0.960
 2012-3-6,0.369,0.935
 2012-3-7,0.381,0.935
 2012-3-8,0.388,0.888
 2012-3-9,0.391,0.863
 2012-3-10,0.405,0.833
 2012-3-11,0.417,0.816
 2012-3-12,0.435,0.807
 2012-3-13,0.399,0.803
 2012-3-14,0.363,0.790
 2012-3-15,0.326,0.790
 2012-3-16,0.294,0.778
 2012-3-17,0.265,0.773
 2012-3-18,0.239,0.748
 2012-3-19,0.217,0.722
 2012-3-20,0.198,0.688
 2012-3-21,0.181,0.676
 2012-3-22,0.166,0.667
 2012-3-23,0.154,0.654
 2012-3-24,0.143,0.642
 2012-3-25,0.131,0.625
 2012-3-26,0.117,0.616
 2012-3-27,0.105,0.603
 2012-3-28,0.095,0.591
 2012-3-29,0.085,0.586
 2012-3-30,0.077,0.582
 2012-3-31,0.069,0.569
 2012-4-1,0.062,0.565
 2012-4-2,0.056,0.561
 2012-4-3,0.052,0.561
 2012-4-4,0.061,0.710
 2012-4-5,0.070,0.642
 2012-4-6,0.079,0.603
 2012-4-7,0.101,0.591
 2012-4-8,0.150,0.582
 2012-4-9,0.252,0.731
 2012-4-10,0.339,0.739
 2012-4-11,0.457,0.684
 2012-4-12,0.615,0.667
 2012-4-13,0.639,0.659
 2012-4-14,0.651,0.739
 2012-4-15,0.687,0.676
 2012-4-16,0.669,0.667
 2012-4-17,0.705,0.803
 2012-4-18,0.746,1.870
 2012-4-19,0.819,1.738
 2012-4-20,0.873,1.521
 2012-4-21,0.909,1.368
 2012-4-22,0.912,1.275
 2012-4-23,0.905,1.249
 2012-4-24,0.917,1.339
 2012-4-25,1.255,4.182
 2012-4-26,1.304,4.675
 2012-4-27,1.547,5.355
 2012-4-28,1.710,4.887
 2012-4-29,2.252,8.245
 2012-4-30,2.249,7.650
 2012-5-1,2.465,8.457
 2012-5-2,2.578,6.800
 2012-5-3,2.676,5.482
 2012-5-4,2.715,4.505
 2012-5-5,2.598,3.642
 2012-5-6,2.480,3.119
 2012-5-7,2.414,2.894
 2012-5-8,2.347,2.597
 2012-5-9,2.253,2.533
 2012-5-10,2.183,2.622
 2012-5-11,2.059,2.380
 2012-5-12,1.957,2.218
 2012-5-13,1.889,2.146
 2012-5-14,1.805,2.053
 2012-5-15,1.773,1.912
 2012-5-16,1.764,1.755
 2012-5-17,1.744,1.679
 2012-5-18,1.692,1.615
 2012-5-19,1.546,1.564
 2012-5-20,1.422,1.449
