 Date, Qmod[mm/d], Qobs[mm/d]
 2006-1-1,0.000,0.008
 2006-1-2,0.000,0.007
 2006-1-3,0.000,0.007
 2006-1-4,0.000,0.007
 2006-1-5,0.003,0.007
 2006-1-6,0.007,0.007
 2006-1-7,0.007,0.015
 2006-1-8,0.015,0.147
 2006-1-9,0.019,0.147
 2006-1-10,0.016,0.096
 2006-1-11,0.012,0.067
 2006-1-12,0.011,0.053
 2006-1-13,0.010,0.047
 2006-1-14,0.009,0.040
 2006-1-15,0.010,0.036
 2006-1-16,0.012,0.033
 2006-1-17,0.008,0.030
 2006-1-18,0.007,0.027
 2006-1-19,0.007,0.025
 2006-1-20,0.006,0.022
 2006-1-21,0.005,0.019
 2006-1-22,0.005,0.018
 2006-1-23,0.004,0.017
 2006-1-24,0.004,0.017
 2006-1-25,0.003,0.017
 2006-1-26,0.003,0.017
 2006-1-27,0.006,0.017
 2006-1-28,0.070,0.017
 2006-1-29,0.083,1.789
 2006-1-30,0.234,1.329
 2006-1-31,0.215,0.400
 2006-2-1,0.182,0.219
 2006-2-2,0.163,0.151
 2006-2-3,0.145,0.106
 2006-2-4,0.130,0.070
 2006-2-5,0.116,0.056
 2006-2-6,0.104,0.047
 2006-2-7,0.093,0.040
 2006-2-8,0.083,0.034
 2006-2-9,0.074,0.030
 2006-2-10,0.066,0.027
 2006-2-11,0.059,0.024
 2006-2-12,0.053,0.021
 2006-2-13,0.047,0.019
 2006-2-14,0.042,0.017
 2006-2-15,0.038,0.017
 2006-2-16,0.034,0.016
 2006-2-17,0.030,0.016
 2006-2-18,0.027,0.016
 2006-2-19,0.024,0.016
 2006-2-20,0.021,0.016
 2006-2-21,0.019,0.015
 2006-2-22,0.017,0.015
 2006-2-23,0.015,0.015
 2006-2-24,0.014,0.015
 2006-2-25,0.012,0.015
 2006-2-26,0.011,0.014
 2006-2-27,0.011,0.014
 2006-2-28,0.009,0.014
 2006-3-1,0.008,0.014
 2006-3-2,0.007,0.014
 2006-3-3,0.006,0.014
 2006-3-4,0.006,0.013
 2006-3-5,0.006,0.013
 2006-3-6,0.007,0.013
 2006-3-7,0.005,0.013
 2006-3-8,0.005,0.013
 2006-3-9,0.004,0.013
 2006-3-10,0.004,0.013
 2006-3-11,0.005,0.013
 2006-3-12,0.005,0.013
 2006-3-13,0.004,0.013
 2006-3-14,0.004,0.013
 2006-3-15,0.003,0.014
 2006-3-16,0.003,0.014
 2006-3-17,0.003,0.015
 2006-3-18,0.004,0.016
 2006-3-19,0.006,0.017
 2006-3-20,0.005,0.022
 2006-3-21,0.004,0.027
 2006-3-22,0.004,0.030
 2006-3-23,0.005,0.031
 2006-3-24,0.003,0.031
 2006-3-25,0.003,0.030
 2006-3-26,0.003,0.029
 2006-3-27,0.002,0.027
 2006-3-28,0.002,0.026
 2006-3-29,0.002,0.025
