 Date, Qmod[mm/d], Qobs[mm/d]
 2014-1-1,0.000,********
 2014-1-2,0.000,********
 2014-1-3,0.001,********
 2014-1-4,0.002,********
 2014-1-5,0.003,********
 2014-1-6,0.009,********
 2014-1-7,0.014,********
 2014-1-8,0.010,********
 2014-1-9,0.011,********
 2014-1-10,0.011,********
 2014-1-11,0.009,********
 2014-1-12,0.009,********
 2014-1-13,0.007,********
 2014-1-14,0.006,********
 2014-1-15,0.005,********
 2014-1-16,0.005,********
 2014-1-17,0.004,********
 2014-1-18,0.004,********
 2014-1-19,0.003,********
 2014-1-20,0.003,********
 2014-1-21,0.003,********
 2014-1-22,0.003,********
 2014-1-23,0.004,********
 2014-1-24,0.005,********
 2014-1-25,0.006,********
 2014-1-26,0.012,********
 2014-1-27,0.012,********
 2014-1-28,0.007,********
 2014-1-29,0.006,********
 2014-1-30,0.005,********
 2014-1-31,0.005,********
 2014-2-1,0.005,********
 2014-2-2,0.005,********
 2014-2-3,0.004,********
 2014-2-4,0.003,********
 2014-2-5,0.003,********
 2014-2-6,0.003,********
 2014-2-7,0.004,********
 2014-2-8,0.006,********
 2014-2-9,0.007,********
 2014-2-10,0.005,********
 2014-2-11,0.006,********
 2014-2-12,0.007,********
 2014-2-13,0.013,********
 2014-2-14,0.017,********
 2014-2-15,0.013,********
 2014-2-16,0.013,********
 2014-2-17,0.010,********
 2014-2-18,0.008,********
 2014-2-19,0.007,********
 2014-2-20,0.007,********
 2014-2-21,0.009,********
 2014-2-22,0.008,********
 2014-2-23,0.006,********
 2014-2-24,0.005,********
 2014-2-25,0.005,********
 2014-2-26,0.004,********
 2014-2-27,0.004,********
 2014-2-28,0.003,********
 2014-3-1,0.003,********
 2014-3-2,0.002,********
 2014-3-3,0.002,********
 2014-3-4,0.002,********
 2014-3-5,0.002,********
 2014-3-6,0.001,********
 2014-3-7,0.001,********
 2014-3-8,0.001,********
 2014-3-9,0.001,********
 2014-3-10,0.001,********
 2014-3-11,0.001,********
 2014-3-12,0.001,********
 2014-3-13,0.001,********
 2014-3-14,0.001,********
 2014-3-15,0.000,********
 2014-3-16,0.000,********
 2014-3-17,0.000,********
 2014-3-18,0.001,********
 2014-3-19,0.001,********
 2014-3-20,0.001,********
 2014-3-21,0.001,********
 2014-3-22,0.001,********
 2014-3-23,0.001,********
 2014-3-24,0.001,********
 2014-3-25,0.001,********
 2014-3-26,0.001,********
 2014-3-27,0.001,********
 2014-3-28,0.001,********
 2014-3-29,0.000,********
 2014-3-30,0.000,********
 2014-3-31,0.000,********
 2014-4-1,0.000,********
 2014-4-2,0.000,********
 2014-4-3,0.000,********
 2014-4-4,0.000,********
 2014-4-5,0.000,********
 2014-4-6,0.000,********
 2014-4-7,0.000,********
 2014-4-8,0.000,********
 2014-4-9,0.000,********
 2014-4-10,0.000,********
 2014-4-11,0.000,********
 2014-4-12,0.000,********
 2014-4-13,0.000,********
 2014-4-14,0.003,********
 2014-4-15,0.004,********
 2014-4-16,0.002,********
 2014-4-17,0.002,********
 2014-4-18,0.002,********
 2014-4-19,0.002,********
 2014-4-20,0.001,********
 2014-4-21,0.002,********
 2014-4-22,0.002,********
 2014-4-23,0.001,********
 2014-4-24,0.001,********
 2014-4-25,0.001,********
 2014-4-26,0.011,********
 2014-4-27,0.020,********
 2014-4-28,0.015,********
 2014-4-29,0.010,********
 2014-4-30,0.009,********
 2014-5-1,0.008,********
 2014-5-2,0.007,********
 2014-5-3,0.006,********
 2014-5-4,0.005,********
 2014-5-5,0.005,********
 2014-5-6,0.008,********
 2014-5-7,0.009,********
 2014-5-8,0.009,********
 2014-5-9,0.015,********
 2014-5-10,0.020,********
 2014-5-11,0.017,********
 2014-5-12,0.013,********
 2014-5-13,0.012,********
 2014-5-14,0.010,********
 2014-5-15,0.009,********
 2014-5-16,0.008,********
 2014-5-17,0.007,********
 2014-5-18,0.006,********
 2014-5-19,0.005,********
 2014-5-20,0.005,********
 2014-5-21,0.004,********
 2014-5-22,0.005,********
 2014-5-23,0.005,********
 2014-5-24,0.005,********
 2014-5-25,0.004,********
 2014-5-26,0.012,********
 2014-5-27,0.025,********
 2014-5-28,0.031,********
 2014-5-29,0.025,********
 2014-5-30,0.017,********
 2014-5-31,0.015,********
 2014-6-1,0.013,********
 2014-6-2,0.011,********
 2014-6-3,0.010,********
 2014-6-4,0.011,********
 2014-6-5,0.010,********
 2014-6-6,0.008,********
 2014-6-7,0.007,********
 2014-6-8,0.007,********
 2014-6-9,0.012,********
 2014-6-10,0.018,********
 2014-6-11,0.018,********
 2014-6-12,0.015,********
 2014-6-13,0.012,********
 2014-6-14,0.010,********
 2014-6-15,0.009,********
 2014-6-16,0.008,********
 2014-6-17,0.007,********
 2014-6-18,0.006,********
 2014-6-19,0.005,********
 2014-6-20,0.005,********
 2014-6-21,0.004,********
 2014-6-22,0.004,********
 2014-6-23,0.003,********
 2014-6-24,0.005,********
 2014-6-25,0.005,********
 2014-6-26,0.004,********
 2014-6-27,0.003,********
 2014-6-28,0.011,********
 2014-6-29,0.013,********
 2014-6-30,0.008,********
 2014-7-1,0.007,********
 2014-7-2,0.006,********
 2014-7-3,0.005,********
 2014-7-4,0.005,********
 2014-7-5,0.004,********
 2014-7-6,0.004,********
 2014-7-7,0.012,********
 2014-7-8,0.028,********
 2014-7-9,0.037,********
 2014-7-10,0.031,********
 2014-7-11,0.027,********
 2014-7-12,0.029,********
 2014-7-13,0.023,********
 2014-7-14,0.022,********
 2014-7-15,0.024,********
 2014-7-16,0.015,********
 2014-7-17,0.015,********
 2014-7-18,0.017,********
 2014-7-19,0.009,********
 2014-7-20,0.028,********
 2014-7-21,0.044,********
 2014-7-22,0.020,********
 2014-7-23,0.021,********
 2014-7-24,0.035,********
 2014-7-25,0.013,********
 2014-7-26,0.014,********
 2014-7-27,0.028,********
 2014-7-28,0.012,********
 2014-7-29,0.022,********
 2014-7-30,0.038,********
 2014-7-31,0.013,********
 2014-8-1,0.016,********
 2014-8-2,0.031,********
 2014-8-3,0.010,********
 2014-8-4,0.020,********
 2014-8-5,0.038,********
 2014-8-6,0.011,********
 2014-8-7,0.014,********
 2014-8-8,0.032,********
 2014-8-9,0.007,********
 2014-8-10,0.011,********
 2014-8-11,0.029,********
 2014-8-12,0.005,********
 2014-8-13,0.010,********
 2014-8-14,0.029,********
 2014-8-15,0.008,********
 2014-8-16,0.013,********
 2014-8-17,0.030,********
 2014-8-18,0.008,********
 2014-8-19,0.013,********
 2014-8-20,0.030,********
 2014-8-21,0.007,********
 2014-8-22,0.012,********
 2014-8-23,0.029,********
 2014-8-24,0.005,********
 2014-8-25,0.020,********
 2014-8-26,0.044,********
 2014-8-27,0.014,********
 2014-8-28,0.017,********
 2014-8-29,0.040,********
 2014-8-30,0.011,********
 2014-8-31,0.017,********
 2014-9-1,0.039,********
 2014-9-2,0.010,********
